IDcode,a,sigmasq,mean_criterion,sd_criterion,mad_criterion,mean_abs_diff_criterion
958771,0.9203235,0.17798252,-1.0231779,0.7527302,0.6065342,0.06808738
959130,0.86991715,0.08539985,-0.5322142,0.20724131,0.178,0.025144598
959386,0.8745553,0.24639654,-0.59021705,0.52249587,0.40924793,0.09257332
959561,0.869722,0.10792888,-0.035601642,0.24682075,0.18139045,0.039095894
959708,0.8847892,0.088545136,-1.4825094,0.29176745,0.24168791,0.03196318
960758,0.8729278,0.10027954,-0.18103695,0.29785475,0.22742394,0.040494427
960817,0.87085676,0.1049632,0.14431763,0.22008504,0.16867061,0.032335036
961191,0.86611307,0.081837766,-0.5354794,0.22016431,0.1729936,0.03253199
961534,0.8814214,0.16033569,-0.8967969,0.3560959,0.28540713,0.05485035
961560,0.8643367,0.07169286,0.81256646,0.17524709,0.15051106,0.02504503
961864,0.8828422,0.09268166,-0.91106266,0.2729474,0.22623485,0.028178722
963283,0.8656632,0.093951724,-0.41492453,0.20852497,0.15192826,0.028458191
964156,0.9238402,0.13978426,-0.15883766,0.7285638,0.60646343,0.060500763
965512,0.916005,0.15311387,-0.39332834,0.6781048,0.53512526,0.057552353
966004,0.8835893,0.17825677,0.7255129,0.41136935,0.3495282,0.052992232
966047,0.9023928,0.489566,-0.54005456,1.1042427,0.8854584,0.14616133
966051,0.8511191,0.06203924,0.22144654,0.1243421,0.08871922,0.022202512
966909,0.8848888,0.12393494,-0.9252273,0.36419398,0.30947223,0.04312412
967144,0.86074126,0.08310988,0.6085739,0.15598306,0.118329436,0.02662969
967215,0.88226223,0.11947491,-0.93143916,0.31087217,0.25039443,0.03580343
967485,0.89300805,0.10866299,0.58767116,0.4041164,0.34170896,0.03556096
967866,0.8848536,0.26651183,0.5775847,0.60516614,0.49153984,0.093447655
968578,0.86521417,0.07756886,-0.83962375,0.18337585,0.14474314,0.02978589
968792,0.872137,0.08706621,-0.7643616,0.20117646,0.1589614,0.02460723
969242,0.8709472,0.072977595,-0.1607873,0.23454438,0.20518178,0.02790292
969340,0.892443,0.08767127,0.11111379,0.3698928,0.3042488,0.03166591
969364,0.8763601,0.12328444,-0.7057303,0.30563655,0.24877487,0.04037214
969684,0.8675328,0.096049055,-1.1365099,0.18786767,0.14348117,0.0303839
969744,0.88763636,0.14669718,-0.20140782,0.47093397,0.39785445,0.05998095
969855,0.8828808,0.10007984,-0.15871756,0.32741863,0.27928272,0.037088115
970018,0.87792546,0.14319068,0.9424945,0.3323284,0.25401306,0.04194884
970091,0.8825279,0.22926708,-0.67894447,0.5007747,0.41340008,0.07531865
970214,0.8713481,0.086253054,0.56757855,0.25314802,0.21916892,0.033657
970770,0.91035515,0.26466304,-1.8123752,0.59347826,0.5214231,0.07154238
971334,0.8655743,0.11516543,-0.08293687,0.19853818,0.16297607,0.034438666
971440,0.8578521,0.07176846,0.06496526,0.18686844,0.14305119,0.029604126
971577,0.87238646,0.13394825,0.3275353,0.26129252,0.21373484,0.039100036
971779,0.8667709,0.08841261,0.2742985,0.17681664,0.13299853,0.026657244
972231,0.8596812,0.077422485,0.24013741,0.20811586,0.15217589,0.03148417
972235,0.87825567,0.17337365,-0.28488776,0.42489377,0.3488444,0.06488732
972352,0.88222843,0.15272401,-0.60633266,0.39938033,0.30494478,0.054759618
972382,0.89415944,0.12257068,-1.433375,0.28788948,0.22256099,0.028290251
972410,0.86509436,0.09316826,0.4825788,0.22571933,0.16379216,0.03472285
972412,0.88176376,0.110975035,-0.68292373,0.34424707,0.26911747,0.04368794
972433,0.91894764,0.20465942,0.4735495,0.81106,0.7075235,0.07796188
972471,0.89535356,0.11165274,-0.20521092,0.42142525,0.33245897,0.03625559
972550,0.91249573,0.10109612,-0.4379897,0.5550754,0.50659037,0.04148059
972585,0.8985546,0.10095081,0.9211559,0.38207114,0.3166969,0.034501918
972608,0.87029576,0.09779877,-0.63379353,0.23120655,0.1794571,0.033629205
972740,0.9146293,0.14565566,-1.8054515,0.5532345,0.48225817,0.04753729
973065,0.9406562,0.617032,0.7965479,2.0350206,1.7126795,0.18057176
973225,0.86682755,0.1615115,-0.7670461,0.3303342,0.27445343,0.06357709
973276,0.874058,0.11059999,0.11215695,0.31840485,0.2554932,0.04639837
973356,0.89410996,0.13518324,-0.9309688,0.4736818,0.37190637,0.055798758
973458,0.9202251,1.6310158,1.1449418,2.2892654,1.9165255,0.2884662
973496,0.97158873,0.17548473,-2.3688705,1.4512466,1.3830874,0.056119658
973708,0.9575618,0.30396563,-1.175644,1.5965703,1.5151496,0.10267499
973843,0.866749,0.10098733,0.2741255,0.20424071,0.16945717,0.03578737
973896,0.87189496,0.12175551,0.1350115,0.35312903,0.2696992,0.0510545
974106,0.9220433,0.25026312,-0.4532103,0.9439425,0.7928346,0.086519524
974187,0.86796653,0.7436437,0.34730425,0.8188117,0.60777,0.19066386
974217,0.88586587,0.1330768,-1.1580162,0.2788583,0.21082906,0.032988973
974241,0.8634714,0.07336158,0.43572482,0.17737706,0.13076986,0.02881577
974295,0.8599363,0.073640764,-0.23310238,0.12268855,0.104080886,0.022790335
974337,0.8707153,0.082391016,-0.5350017,0.19772334,0.16279764,0.02687547
974406,0.9012365,0.47580728,1.0395983,1.0241405,0.8206806,0.15050705
974604,0.8485226,0.06306682,-0.42503724,0.093188375,0.07726325,0.022683114
974795,0.8941805,0.080204956,-0.76134574,0.41916722,0.34600225,0.029176028
975356,0.86814696,0.09864507,-0.5108109,0.2254523,0.17556284,0.03472531
975381,0.8730252,0.09861524,-0.28162846,0.15811011,0.122511946,0.02239243
975696,0.8958218,0.48493034,-0.7026286,0.8889803,0.7251992,0.13447687
976140,0.9086614,0.1379495,-1.0633831,0.5425721,0.43617657,0.04355733
976152,0.8676146,0.084328584,-0.38265222,0.20938031,0.17432924,0.027947806
976614,0.9154799,0.20572144,-1.2102348,0.7592935,0.5962689,0.07594829
976932,0.9111228,0.14351293,0.6594025,0.6105952,0.45720708,0.045370467
977249,0.8567723,0.072108485,0.284541,0.13449995,0.1076839,0.026305316
977374,0.91191494,0.16557224,-0.9215354,0.6433216,0.53624177,0.06393144
978290,0.8804205,0.10259038,-0.8816524,0.2800321,0.22391136,0.031053264
979523,0.85454166,0.05787463,-0.35570142,0.14324597,0.09801575,0.020148534
979791,0.8757266,0.10749313,0.05009027,0.28864348,0.1988414,0.037576057
980324,0.8715023,0.108069584,-0.2686607,0.23306571,0.17235655,0.032237425
981984,0.86415523,0.077955455,-0.35488334,0.16396214,0.12681514,0.027612992
982296,0.8661141,0.088152595,-1.0625114,0.16934992,0.13341455,0.028043645
982316,0.8971536,0.1503285,-0.10686255,0.5049663,0.40334833,0.05480075
982404,0.9260471,0.12874778,-0.04369039,0.7325326,0.6647531,0.05089513
982442,0.8751176,0.0905708,-0.58939517,0.29983613,0.24008417,0.038127426
982693,0.87346786,0.084799886,0.32061717,0.24182667,0.19529691,0.028287314
983044,0.8864519,0.07566921,-0.22312821,0.34391257,0.2714501,0.028557798
983545,0.8934797,0.13136469,-0.5538604,0.49592268,0.38107014,0.057910226
983866,0.8824783,0.09009127,-1.752321,0.20070726,0.15745151,0.022660282
983911,0.9184882,0.10016073,-2.1904738,0.39947093,0.3765455,0.02582447
984204,0.8697701,0.09763465,-0.33250698,0.22667067,0.18167782,0.035382647
984212,0.89108545,0.111195534,-1.893216,0.28175515,0.22764389,0.036701355
984214,0.845585,0.07271163,-0.07193562,0.10284444,0.0851106,0.027510159
984218,0.869911,0.08710734,-0.04753395,0.18596955,0.14670822,0.022847319
984230,0.8783625,0.08508275,-0.81779265,0.26537356,0.2231528,0.032978117
984337,0.88664186,0.09133897,0.97869706,0.31618136,0.27069795,0.029145034
984377,0.87759656,0.1281347,-0.919075,0.30630264,0.23423412,0.041499473
984514,0.8758295,0.1905024,-0.10125263,0.43360418,0.38576567,0.0695488
984798,0.8723849,0.077954106,-0.66149235,0.2060822,0.171626,0.02281599
985153,0.86727387,0.12210933,-0.5975756,0.27205083,0.2405135,0.04227353
985205,0.8829585,0.10543524,-0.12304519,0.3261152,0.26661274,0.036582027
985216,0.91366297,0.1135241,-1.1663549,0.51431197,0.41410834,0.03408807
985936,0.8758434,0.07780683,-0.74972844,0.28040245,0.21088555,0.028761856
987475,0.8778731,0.1178647,-0.23260458,0.2805683,0.18575157,0.034834787
988163,0.87141806,0.08693954,-0.12777758,0.21996798,0.17850226,0.029249739
988880,0.8831965,0.09010982,0.008402069,0.34618202,0.26466995,0.031436466
989292,0.8607012,0.07661721,0.05069154,0.14509211,0.123520255,0.024142275
989613,0.88245225,0.16008809,-0.37435782,0.39861128,0.3141757,0.052559398
989614,0.8835331,0.21772796,-0.9108539,0.50739205,0.42885235,0.078938104
989638,0.8971402,0.18579793,0.05389194,0.55987895,0.42985338,0.055850208
990171,0.8844931,0.10425672,-0.6373255,0.35897797,0.3059795,0.037762605
990377,0.8895025,0.104580894,0.35072267,0.40394923,0.33849314,0.045642067
990502,0.88675416,0.15562268,0.45193896,0.45410174,0.33928373,0.058076207
990840,0.93327355,0.43640453,-0.48203564,1.4313891,1.1237227,0.13767326
991011,0.90830916,1.9223018,-2.0043612,1.7198204,1.4119066,0.3333441
992115,0.9136863,0.09577152,0.023042142,0.58101416,0.41217288,0.031798936
992393,0.86574125,0.074990906,-0.9728472,0.17306468,0.13917205,0.026934503
992526,0.8886144,0.13622347,0.24431276,0.4749,0.38540918,0.053556804
998453,0.90488005,0.30157155,-0.6136215,0.8132591,0.6948434,0.10486019
1000003,0.8776737,0.0967007,-0.3461277,0.28581908,0.2407626,0.029507743
1000944,0.86907476,0.09612302,0.23214807,0.21494272,0.17869784,0.030667765
1002300,0.8742361,0.11357749,-0.59173703,0.2897587,0.22100727,0.041136842
1003011,0.8720106,0.30938667,-0.7362603,0.42812517,0.3461916,0.08659846
1003223,0.86961156,0.092347845,-0.068542,0.28913414,0.23511437,0.04192777
1003328,0.88390815,0.16646297,0.3750234,0.451687,0.37174818,0.055718187
1005185,0.88555026,0.08795993,0.39269024,0.34798607,0.28548044,0.037120532
1005286,0.86336917,0.08408501,-0.1720775,0.16433795,0.1218969,0.028194731
1008892,0.87234217,0.10482751,-0.010641377,0.17300834,0.13223757,0.019239256
1008967,0.87888145,0.112458915,-0.85295194,0.26553386,0.2236566,0.035558593
1009029,0.8981078,0.19316673,-0.7405612,0.57419705,0.48530802,0.07048987
1019534,0.8836498,0.08792406,-0.9073038,0.27774006,0.2348129,0.030470598
1019545,0.8740098,0.11533446,-0.6717894,0.27315244,0.22658995,0.03747521
1019829,0.8804946,0.085949734,0.50281024,0.29078472,0.22389677,0.030306622
1020003,0.8660479,0.079271145,0.3437649,0.2650899,0.17476676,0.032511897
1020094,0.8771405,0.14732462,-0.9281648,0.38103142,0.2988273,0.06050159
1025813,0.8667904,0.09307228,-0.4548309,0.23254974,0.17985156,0.033050973
1025854,0.88240194,0.14045078,-0.6623954,0.28271824,0.20723952,0.032413296
1026298,0.8768523,0.14799748,0.28118473,0.3784102,0.30024114,0.050299823
1026348,0.9136381,0.117343724,-0.28707686,0.6092232,0.49205154,0.049053967
1027427,0.93993795,0.21588144,-1.7735881,0.89868593,0.72845894,0.0728928
1028174,0.9025775,0.28889552,0.22263193,0.74863005,0.6382644,0.082359634
1029483,0.91616434,0.19600947,1.0633264,0.6795556,0.5240664,0.0633727
1029603,0.8657182,0.075032935,-0.51697624,0.13711882,0.10659165,0.020559471
1029776,0.8706824,0.10531524,-0.57669735,0.2747866,0.21598072,0.04378094
1029858,0.8921214,0.17787318,-0.9638375,0.45914355,0.36738122,0.05300328
1030062,0.89007545,0.08309341,-0.12849757,0.37116718,0.31890148,0.032736033
1030251,0.8853819,0.097840935,-0.0060257176,0.36324537,0.28701496,0.039560046
1030362,0.8968286,0.2598074,0.29292753,0.7431166,0.610132,0.09601845
1030377,0.86818874,0.093179174,0.41620827,0.2562971,0.16586545,0.03074224
1030394,0.85559,0.09078517,-0.6367729,0.13346806,0.10128013,0.030427193
1030403,0.88153535,0.11046922,0.16892415,0.3376257,0.27304256,0.028910404
1030520,0.8641382,0.09435922,0.05330984,0.2970614,0.2073161,0.042080674
1030648,0.86453086,0.078776814,-0.28396952,0.1994044,0.17248926,0.028584607
1030711,0.8861729,0.14714181,-1.1563141,0.36190057,0.2954934,0.04358883
1031230,0.90146416,0.24594843,0.19674914,0.69522893,0.5707241,0.08090124
1031236,0.879921,0.15346466,0.304817,0.4205132,0.3423338,0.06069254
1031514,0.88141006,0.1298875,0.7434713,0.33431953,0.27819622,0.036550734
1031608,0.88083434,0.14082979,-0.16345313,0.3105852,0.2485125,0.036253594
1031873,0.8824752,0.101674415,0.46900702,0.29690015,0.23331796,0.024455866
1032457,0.8810486,0.10450638,1.868884,0.24632241,0.19299756,0.03833708
1032513,0.8750784,0.09544489,1.3152472,0.10248733,0.08479407,0.018472329
1032530,0.9010051,0.5194247,0.17823222,1.1137074,0.8831434,0.14086145
1032579,0.8881704,0.11996178,-0.030945607,0.41810578,0.32248145,0.05239378
1032639,0.8979188,0.08900416,-1.6551334,0.3234166,0.2732907,0.028797459
1033030,0.87785745,0.13132271,-1.3651421,0.26389754,0.2191153,0.04268799
1033318,0.91261554,0.119306214,-1.7748942,0.5573972,0.4593802,0.037392855
1033395,0.95025396,12.622016,-5.9472632,6.0322995,4.7948146,0.74176985
1033397,0.856148,0.06438944,-0.45515072,0.18878888,0.117821746,0.02556638
1033745,0.8821662,0.10424346,-0.26694041,0.3078434,0.25061023,0.033865087
1033887,0.8703519,0.1425552,-0.15175179,0.33923173,0.26105824,0.054244626
1039326,0.863825,0.0749496,0.77320397,0.14522317,0.1148863,0.02286794
1039513,0.86786544,0.08974955,-0.76903236,0.2079712,0.17668267,0.029272852
1039632,0.9305049,0.3783881,0.26365355,1.2771287,1.0182595,0.13686734
1039920,0.85903555,0.08008057,-0.24898256,0.21087207,0.17562129,0.0350775
1040014,0.86299,0.08199441,-0.673928,0.19443314,0.16298048,0.0333987
1040390,0.8778119,0.11860476,-1.3838153,0.19478785,0.14115156,0.027860697
1041483,0.9064873,0.112682804,0.06386321,0.53747916,0.4367293,0.034976013
1047104,0.893502,0.12122546,0.39458606,0.46611404,0.400114,0.04842111
1052583,0.8598508,0.08576894,0.12931854,0.18446562,0.14823474,0.031603973
1054199,0.87866324,0.117111444,-0.19931027,0.33881414,0.26466405,0.04208099
1055457,0.85544825,0.10210712,0.050880134,0.17960092,0.12692207,0.038014296
1055828,0.87495905,0.25674468,0.17461029,0.43672523,0.33877948,0.06859662
1056146,0.9344435,0.22980788,-0.43908823,1.0726621,0.91822284,0.08471577
1056155,0.8764831,0.12819597,-1.1529859,0.22603178,0.18696056,0.03412437
1056537,0.8726349,0.09676174,-0.27946642,0.244132,0.20340495,0.033729665
1056861,0.86887527,0.10775716,0.3544878,0.2216114,0.15389834,0.03516368
1057764,0.86437696,0.08020933,0.25908196,0.22981262,0.16906923,0.03296493
1057805,0.8790985,0.10692685,-0.6629216,0.28078038,0.23749672,0.031390436
1058277,0.88190776,0.12263334,0.89369136,0.32057032,0.26402518,0.038056437
1058510,0.9155446,0.13092697,-1.1188775,0.5506731,0.5015638,0.034639563
1058926,0.88858455,0.21113604,-0.9598391,0.4712792,0.38919133,0.06478003
1059194,0.9125399,0.41677955,-0.2973287,1.0828371,0.9154787,0.13158236
1059249,0.9010137,0.17515689,-1.1759459,0.5333954,0.40700963,0.06143834
1059261,0.92242295,0.35642123,-0.82436234,1.131559,0.89906746,0.11073403
1059408,0.8893654,1.6637146,-1.1060789,1.7294021,1.4113927,0.3568636
1059466,0.87770784,0.09789029,-0.063058734,0.29444847,0.25634167,0.033587065
1059911,0.8697478,0.09479713,-0.49064934,0.2199419,0.18278033,0.030281711
1060303,0.87702155,0.0916785,-0.21617168,0.27231717,0.21474598,0.026557224
1060306,0.87349653,0.07728066,-0.4859475,0.2446577,0.19626445,0.029276308
1060654,0.8801992,0.11642719,1.101823,0.34045285,0.2625492,0.042440914
1060694,0.9324868,0.18129049,1.3295398,0.85064447,0.7610641,0.05720698
1060742,0.89817107,0.1437747,1.660212,0.3853995,0.28550035,0.05054208
1061755,0.9243429,0.21003379,-1.245213,0.833663,0.67038,0.08200131
1063610,0.8650739,0.21550767,0.16919869,0.3949918,0.33083832,0.079305425
1066043,0.87131226,0.10846114,-0.9222931,0.2236364,0.18068431,0.03506421
1066153,0.85726553,0.07131256,0.19893476,0.13478918,0.10264547,0.024721218
1066212,0.8698274,0.092776574,0.35821941,0.2821862,0.22736546,0.042740647
1066462,0.88788754,0.12312947,-0.9049902,0.3785699,0.30604818,0.041246608
1066559,0.9266416,0.08206408,0.93960124,0.594266,0.49984053,0.033122934
1066606,0.88222116,0.12253807,-0.5614667,0.34174255,0.28404495,0.04382456
1066734,0.93184847,0.14772394,-1.2469493,0.796892,0.60947984,0.052895468
1067860,0.8790876,0.15289062,-0.60403144,0.36350772,0.2936489,0.051067527
1068331,0.89425755,0.20852979,-0.72115874,0.54758376,0.44507095,0.06604104
1068985,0.94662595,0.31560388,-2.5965092,0.87191534,0.7953552,0.07648335
1069381,0.865327,0.06696549,-0.26802757,0.15076691,0.10849893,0.017085768
1069540,0.87454104,0.09063276,-0.7830346,0.22388029,0.19951715,0.02697741
1069895,0.87877446,0.11040844,-0.6683986,0.27039188,0.22078998,0.030238604
1069986,0.87460834,0.10446916,-1.3408093,0.2379666,0.19961786,0.038520154
1071048,0.8888067,0.08060522,-1.6129346,0.28787333,0.22360447,0.02622222
1071196,0.92547613,0.80339956,0.10522832,1.8170315,1.3730427,0.21766596
1071224,0.888389,0.5825313,-0.48331416,1.0018911,0.7816553,0.18246554
1071343,0.9066921,0.08623615,0.667989,0.59424776,0.41659537,0.034882486
1072006,0.87691593,0.14434658,-0.19434792,0.38626117,0.32494238,0.056743868
1072034,0.8547436,0.080944285,-0.03707687,0.19473471,0.1318571,0.033501007
1072153,0.88769126,0.12602624,0.63846934,0.39973748,0.32873833,0.046246476
1072208,0.8608962,0.090042375,0.23019773,0.24028836,0.18038252,0.04031504
1072306,0.89228725,0.22277199,0.64944404,0.55980206,0.42805544,0.073357575
1074018,0.8647919,0.07897429,0.071909495,0.18817955,0.14397676,0.026585476
1074043,0.8940842,0.09864797,-0.19679588,0.39769986,0.31237695,0.029754361
1074460,0.8772034,0.17123847,-0.30810574,0.31528398,0.2339656,0.045791708
1076128,0.86955756,0.11445273,-0.117636,0.2709861,0.22439486,0.041934334
1076202,0.8976767,0.12877043,-1.018308,0.40959683,0.30814728,0.03460064
1076245,0.91093713,0.1298677,0.9751132,0.58668613,0.4967627,0.04901136
1076254,0.89089227,0.14999002,1.0543755,0.3812895,0.29772523,0.042328235
1076467,0.9168366,0.20601119,-1.0255117,0.7556343,0.6839044,0.07362605
1077091,0.8947773,0.10808037,-0.3863878,0.41360575,0.29543862,0.029357817
1077140,0.87990975,0.09121431,-1.7742811,0.20496099,0.16761376,0.030827992
1077499,0.87707746,0.095769115,-0.98890805,0.24782096,0.21011154,0.033951133
1077520,0.8731335,0.088817246,0.046683475,0.23849289,0.18206204,0.028895618
1077672,0.87474567,0.11153526,-0.621345,0.2691549,0.2054088,0.03964803
1077746,0.89923507,0.104840524,-1.075686,0.41410053,0.35402858,0.039988816
1077748,0.90221536,0.117137745,0.9802806,0.48489043,0.42998648,0.043225456
1079257,0.8648531,0.10507117,-0.08024897,0.2225262,0.1912718,0.037889328
1080350,0.8952833,0.14342245,-0.2099778,0.5158932,0.4124657,0.056788437
1080555,0.8839589,0.109652355,-1.6202664,0.2583338,0.20451403,0.035668403
1080861,0.8785205,0.104105,-0.79674697,0.27372345,0.2278753,0.029951995
1081810,0.86616033,0.1713729,0.3844422,0.25379732,0.19747993,0.04620741
1083215,0.8611322,0.090399854,-0.35021615,0.17764881,0.14180793,0.030260159
1083775,0.8823186,0.11914502,0.019979132,0.3480403,0.26222786,0.041707285
1084292,0.85089076,0.056752764,0.29423797,0.07429577,0.057302278,0.017468786
1084496,0.85376084,0.07073295,-0.25062603,0.10842272,0.090114884,0.024042547
1085727,0.87681633,0.10144545,-0.5831625,0.28852192,0.23900001,0.040123872
1085767,0.868085,0.07706619,-0.15095602,0.190777,0.14580591,0.023790509
1086215,0.8673997,0.08957843,-0.14795913,0.23217827,0.18114726,0.036444984
1086429,0.8758393,0.09154302,-0.06443579,0.35308376,0.25304678,0.03907361
1086436,0.86811143,0.082273066,0.08756006,0.19929294,0.14977452,0.022993151
1086524,0.89547145,0.103310175,-1.101392,0.3435018,0.29009187,0.028792044
1086722,0.90812135,0.14564322,-0.73786664,0.56619996,0.51712,0.049105022
1087676,0.85498196,0.07892935,0.24869516,0.08175642,0.05824197,0.02168235
1087803,0.91155607,0.16501245,0.30902326,0.6311064,0.46155167,0.050282065
1087954,0.8925281,0.081904836,0.31423342,0.35184208,0.29994187,0.03095055
1088055,0.8910641,0.1587379,-1.2897642,0.38549036,0.31711018,0.042224158
1089279,0.8774077,0.10545287,-0.5257621,0.2826347,0.23149559,0.033654097
1089319,0.95332897,0.21489851,-1.6630628,1.3103813,1.1276355,0.068505116
1089330,0.8710956,0.09035577,0.22187565,0.23856255,0.18754673,0.030723913
1089331,0.8805203,0.107886545,0.27091634,0.30140758,0.25904262,0.029993623
1089431,0.8832731,0.1388834,-0.64656967,0.36281112,0.28254604,0.041365217
1089461,0.8642077,0.10641582,0.0028844774,0.230547,0.19449115,0.040556107
1089829,0.9141706,0.19626619,-0.6862291,0.74629945,0.62001735,0.079938866
1092255,0.94423085,0.17553186,1.6422379,0.96768993,0.82304305,0.05528822
1092315,0.9151772,0.16616005,1.0145414,0.6548194,0.57890946,0.06385633
1094362,0.87665415,0.09964123,-0.2939691,0.29685953,0.23427929,0.038994838
1094757,0.8776125,0.09018308,-1.1166115,0.18306991,0.14246957,0.018964827
1094893,0.86760455,0.08363449,-0.88446254,0.24578781,0.1627992,0.029727839
1096800,0.8666213,0.1065696,-0.22315441,0.2765696,0.22788085,0.04478485
1097476,0.8913005,0.22271235,0.33770543,0.56901026,0.4556214,0.06946625
1098724,0.8642135,0.08344015,-0.22709526,0.18393725,0.15228376,0.029034505
1098967,0.90442693,0.37549397,-0.0062272814,0.98775065,0.7872005,0.1279971
1099082,0.87448055,0.35716712,0.14011563,0.42258185,0.331842,0.077846274
1099520,0.86210334,0.088683225,-0.64577746,0.1926971,0.16648197,0.03515329
1099754,0.9118052,0.28001332,-0.24644548,0.81958187,0.66081595,0.08594601
1100590,0.88553,0.06911177,0.43463814,0.31089935,0.27132225,0.024653161
1101067,0.88292176,0.16910335,0.45788676,0.42541483,0.33110362,0.058978327
1102002,0.8545833,0.067542955,0.04494598,0.100020416,0.074509345,0.020357128
1105080,0.8726424,0.101948135,-0.117232986,0.25349677,0.19366322,0.034052636
1105574,0.85916084,0.0735531,0.10922704,0.16315643,0.1341987,0.027629463
1106651,0.8684703,0.09304949,1.0512738,0.20306034,0.15649617,0.028092891
1107155,0.858137,0.08307466,-0.21237035,0.15312953,0.12818527,0.028470803
1107685,0.9020129,0.19753866,-0.94109726,0.5818501,0.45025307,0.05633663
1107856,0.87976396,0.11533441,0.6581671,0.3077916,0.2686126,0.036595773
1109430,0.8865934,0.14136197,0.6318689,0.3913499,0.27971447,0.044357512
1109466,0.8802771,0.1041654,0.06451824,0.30862156,0.21418887,0.03172072
1111115,0.86360687,0.07973133,0.24314576,0.236705,0.17990164,0.029957345
1112029,0.9045578,0.11830808,-2.2352626,0.2720873,0.23082958,0.034420233
1112249,0.8861851,0.08577093,-1.1710563,0.28152132,0.21984147,0.025882782
1113140,0.8613326,0.09491279,0.51651734,0.20413993,0.17194955,0.03910797
1113314,0.8931097,0.24136122,-0.81405073,0.6001608,0.4699796,0.08503978
1113399,0.86027116,0.07102431,-0.25707975,0.11631421,0.098449595,0.021827854
1114743,0.88710827,0.13702522,1.1697423,0.3669111,0.30134377,0.04840964
1114859,0.8645477,0.0833543,-0.5953263,0.15187831,0.11861621,0.023578681
1117048,0.88355964,0.26025456,0.0056724497,0.5702991,0.47180283,0.08738614
1123812,0.8645712,0.09275909,0.65310967,0.20781654,0.15312427,0.031443987
1136398,0.8849795,0.09359002,-0.13346733,0.36246508,0.30995676,0.040535983
1139756,0.88328147,0.17803727,0.79326695,0.38867715,0.31129724,0.051042404
1161576,0.89716154,0.12189017,-0.27645892,0.47103253,0.3837274,0.0410996
1164558,0.8759582,0.10342631,0.4685017,0.25420603,0.1845633,0.031525917
