subj,Age,Sex,trial,resp,evidence,Confidence,criterion_fluctuations
944548,21,0,1,0,0.3333333333333333,4,-0.6397127
944548,21,0,2,0,-0.3333333333333333,4,-0.5323703
944548,21,0,3,1,0.4444444444444444,4,-0.42692152
944548,21,0,4,1,0.2222222222222222,3,-0.35880774
944548,21,0,5,0,0.5555555555555556,3,-0.34587297
944548,21,0,6,1,0.6666666666666666,4,-0.2661077
944548,21,0,7,0,-0.7777777777777778,4,-0.20626156
944548,21,0,8,1,0.5555555555555556,4,-0.15111019
944548,21,0,9,1,0.7777777777777778,4,-0.110332705
944548,21,0,10,1,0.3333333333333333,4,-0.06778836
944548,21,0,11,0,-0.6666666666666666,4,-0.059315316
944548,21,0,12,0,0.2222222222222222,4,-0.047751766
944548,21,0,13,1,-0.3333333333333333,4,0.032881632
944548,21,0,14,0,0.0,3,0.036363218
944548,21,0,15,1,0.3333333333333333,3,0.084869996
944548,21,0,16,1,0.7777777777777778,4,0.12177976
944548,21,0,17,1,0.0,3,0.15954986
944548,21,0,18,1,0.1111111111111111,3,0.15790893
944548,21,0,19,0,-0.6666666666666666,4,0.1324421
944548,21,0,20,1,0.4444444444444444,4,0.12442975
944548,21,0,21,1,0.8888888888888888,4,0.10834634
944548,21,0,22,0,-0.4444444444444444,4,0.0849263
944548,21,0,23,0,-0.8888888888888888,4,0.07893132
944548,21,0,24,0,-0.4444444444444444,4,0.07785571
944548,21,0,25,1,0.7777777777777778,4,0.092955954
944548,21,0,26,0,-0.8888888888888888,4,0.10957045
944548,21,0,27,1,0.6666666666666666,4,0.13035768
944548,21,0,28,0,0.2222222222222222,4,0.14214721
944548,21,0,29,1,-0.2222222222222222,5,0.23238456
944548,21,0,30,0,-0.7777777777777778,4,0.25803962
944548,21,0,31,1,-0.6666666666666666,2,0.30388293
944548,21,0,32,0,-0.4444444444444444,4,0.27863017
944548,21,0,33,0,-0.8888888888888888,4,0.27522883
944548,21,0,34,1,-0.2222222222222222,3,0.28640568
944548,21,0,35,1,0.1111111111111111,4,0.24440047
944548,21,0,36,1,0.2222222222222222,3,0.18521042
944548,21,0,37,0,0.0,4,0.1112156
944548,21,0,38,1,0.5555555555555556,4,0.07850344
944548,21,0,39,1,0.8888888888888888,5,0.05129412
944548,21,0,40,1,0.8888888888888888,4,0.019231629
944548,21,0,41,0,-0.1111111111111111,4,-0.017951703
944548,21,0,42,1,0.6666666666666666,4,-0.01934344
944548,21,0,43,0,-0.5555555555555556,5,-0.035125155
944548,21,0,44,0,0.3333333333333333,3,-0.03859628
944548,21,0,45,1,-0.2222222222222222,3,0.029076258
