IDcode,a,sigmasq,mean_criterion,sd_criterion,mad_criterion,mean_abs_diff_criterion
1030403,0.8482126,0.09950202,0.14164275,0.23791634,0.17861032,0.030020136
1030520,0.8218637,0.103654005,0.048538618,0.25444657,0.17155008,0.044735648
1030648,0.82414204,0.08239279,-0.4259808,0.14910868,0.12661493,0.028456347
1030711,0.86710906,0.09806603,-0.90153104,0.30421385,0.24275641,0.030270437
1031230,0.9096668,0.17907067,0.21061568,0.6836759,0.5856227,0.06416637
1031236,0.8642088,0.13552341,0.36595967,0.3701949,0.30483526,0.052608132
1031514,0.8535691,0.107895456,0.6346419,0.28867906,0.23656665,0.034236237
1031608,0.85500985,0.0993662,-0.1190264,0.26236874,0.22908325,0.025901495
1031873,0.8707934,0.098363556,0.37410986,0.3151229,0.26088294,0.024608297
1032457,0.8704214,0.0961143,1.9508702,0.22116157,0.1702933,0.03470854
1032513,0.84459376,0.079220876,1.0382537,0.12498119,0.08879467,0.020534366
1032530,0.915353,0.26658025,0.14396591,0.9192255,0.7500307,0.09258599
1032579,0.8794376,0.14589706,0.0058617904,0.46755856,0.35758042,0.061232246
1032639,0.903296,0.096165106,-1.7028636,0.38052115,0.3297498,0.033253912
1033030,0.86502093,0.115411416,-1.2438686,0.2612898,0.21895188,0.038043752
1033318,0.9184246,0.094186276,-1.6970773,0.52901196,0.4328561,0.033506196
1033395,0.9680507,2.5627315,-3.9319642,3.6520746,2.8669853,0.311526
1033397,0.8301134,0.07374075,-0.4532794,0.21473426,0.1516563,0.02881407
1033745,0.8669668,0.08102967,-0.25703153,0.25898042,0.20427556,0.025167786
1033887,0.8572406,0.13431598,-0.23165174,0.36449337,0.26521435,0.0520096
1039326,0.83621824,0.07900414,0.8401333,0.15592723,0.12714423,0.023933997
1039513,0.8330929,0.10531298,-0.7400483,0.19405481,0.15969066,0.031693984
1039632,0.9476609,0.2433823,0.25108308,1.1997648,0.9689934,0.10615934
1039920,0.8201591,0.072493896,-0.16982366,0.164913,0.13233218,0.032157585
1040014,0.8363481,0.07916586,-0.674743,0.18539143,0.15610647,0.030833244
1040390,0.8334578,0.088078216,-0.89706963,0.1444141,0.106059425,0.024533557
1041483,0.9155096,0.08924607,0.05939544,0.5518869,0.4406271,0.029602673
1047104,0.90111965,0.09908455,0.40554234,0.48458907,0.41415143,0.040114377
1052583,0.82206464,0.092167854,0.15914252,0.1780013,0.139921,0.032260373
1054199,0.8609456,0.09913892,-0.26916072,0.28786135,0.23148827,0.03594147
1055457,0.8223194,0.10730978,0.10497956,0.18904248,0.13291042,0.040371936
1055828,0.8681341,0.25519723,0.13742276,0.5379482,0.4299036,0.082394056
1056146,0.94551325,0.2091768,-0.5461997,1.1304439,0.9674587,0.08461811
1056155,0.84408563,0.07854462,-0.975795,0.14362197,0.123325124,0.021728007
1056537,0.85467696,0.103440605,-0.24709734,0.2928528,0.24866456,0.03631297
1056861,0.82934654,0.1014758,0.17545004,0.16516085,0.12746428,0.03312767
1057764,0.8158166,0.09185898,0.19419679,0.17597617,0.13582464,0.037222706
1057805,0.8632662,0.10101433,-0.7356519,0.26339364,0.21834512,0.029038403
1058277,0.8604504,0.08134547,0.8501009,0.23460601,0.19982888,0.02525371
1058510,0.9017615,0.10268956,-1.1325637,0.43046746,0.37987703,0.029308492
1058926,0.8665993,0.15663882,-0.900345,0.35699093,0.29026306,0.05088953
1059194,0.9215437,0.34611818,-0.40052453,1.0429872,0.8969131,0.11561617
1059249,0.90860003,0.20018448,-1.1913589,0.6318827,0.48376948,0.07034156
1059261,0.93130827,0.27276233,-0.7376195,1.106331,0.88277537,0.09815172
1059408,0.8801321,2.4925735,-1.2730076,2.0961568,1.6830926,0.46502888
1059466,0.8634547,0.08644987,-0.04920726,0.2814952,0.24486564,0.030060172
