subj,Age,Sex,trial,resp,evidence,Confidence,criterion_fluctuations
954564,20,0,43,0,-24,6,0.24800055
954564,20,0,44,1,48,6,0.26968116
954564,20,0,45,1,24,6,0.2738068
954564,20,0,46,1,8,6,0.2598857
954564,20,0,47,1,40,6,0.21611102
954564,20,0,48,0,32,6,0.15821461
954564,20,0,49,0,56,5,0.15662676
954564,20,0,50,0,-64,6,0.22264045
954564,20,0,51,1,-16,6,0.306369
954564,20,0,52,1,-48,1,0.34780806
954564,20,0,53,1,24,6,0.33615756
954564,20,0,54,1,16,6,0.30497238
954564,20,0,55,0,-24,6,0.25424734
954564,20,0,56,1,-16,6,0.24906147
954564,20,0,57,1,24,6,0.19650236
954564,20,0,59,0,40,6,0.117931806
954564,20,0,60,1,64,6,0.10904624
954564,20,0,61,1,48,6,0.07541099
954564,20,0,62,0,16,6,0.038475987
954564,20,0,63,0,-40,6,0.04510324
954564,20,0,64,0,-56,6,0.068834774
954564,20,0,65,1,-8,6,0.10748812
954564,20,0,67,1,64,6,0.10655024
954564,20,0,68,1,56,6,0.0939166
954564,20,0,69,1,48,6,0.06779916
954564,20,0,70,0,40,6,0.01946542
954564,20,0,71,1,64,6,0.035516623
954564,20,0,72,1,48,6,0.038575854
954564,20,0,73,0,-40,6,0.025974002
954564,20,0,74,1,32,6,0.032929573
954564,20,0,75,1,56,6,0.017177459
954564,20,0,76,0,-48,6,-0.013984959
954564,20,0,77,1,56,6,-0.024917819
954564,20,0,78,1,48,6,-0.04769345
954564,20,0,79,0,-16,6,-0.09475956
954564,20,0,80,1,64,6,-0.10966673
954564,20,0,81,0,-24,6,-0.14716552
954564,20,0,83,1,8,6,-0.16077527
954564,20,0,84,0,8,6,-0.20861767
954564,20,0,85,0,-40,6,-0.21128711
954564,20,0,86,1,24,6,-0.2089523
954564,20,0,87,0,-48,6,-0.24668708
954564,20,0,88,0,-56,6,-0.27164796
954564,20,0,89,0,-24,6,-0.28928494
954564,20,0,90,1,24,6,-0.28283998
954564,20,0,91,0,40,6,-0.31156647
954564,20,0,92,1,-8,5,-0.28811976
954564,20,0,93,0,-56,5,-0.3178854
954564,20,0,94,0,32,6,-0.340864
954564,20,0,96,0,-32,5,-0.32629773
954564,20,0,97,0,-64,5,-0.28938153
954564,20,0,98,0,-16,6,-0.24553086
954564,20,0,99,1,-40,5,-0.17721191
954564,20,0,101,1,16,6,-0.1703047
954564,20,0,102,0,64,4,-0.19537482
954564,20,0,103,1,8,4,-0.15801686
954564,20,0,104,1,-64,3,-0.15397076
954564,20,0,106,0,-48,5,-0.22855969
954564,20,0,107,0,-8,4,-0.2828027
954564,20,0,108,1,40,6,-0.3110476
954564,20,0,109,1,16,5,-0.3683983
954564,20,0,110,0,-24,5,-0.46359023
954564,20,0,111,0,-32,5,-0.5420452
954564,20,0,112,0,-32,5,-0.6193659
954564,20,0,113,0,24,5,-0.67780375
954564,20,0,114,0,-24,5,-0.7105317
954564,20,0,115,0,32,5,-0.7327322
954564,20,0,116,0,-56,6,-0.72555214
954564,20,0,117,0,-56,5,-0.718772
954564,20,0,118,0,-64,6,-0.71501124
954564,20,0,119,0,16,4,-0.70874715
954564,20,0,120,1,56,6,-0.6779737
954564,20,0,121,0,-16,6,-0.6791554
954564,20,0,122,0,-40,6,-0.67218196
954564,20,0,123,0,-48,6,-0.6525446
954564,20,0,124,0,-8,6,-0.63225406
954564,20,0,125,0,40,6,-0.5978229
954564,20,0,126,0,-64,6,-0.52821696
954564,20,0,127,0,-16,6,-0.46297622
954564,20,0,128,0,32,6,-0.37536615
954564,20,0,129,1,48,6,-0.24441653
954564,20,0,130,1,16,6,-0.13095221
954564,20,0,131,1,8,6,-0.051226817
954564,20,0,132,0,-32,4,-0.0055499473
954564,20,0,133,1,24,4,0.06635235
954564,20,0,134,1,-8,5,0.112176165
954564,20,0,135,1,56,5,0.12389068
954564,20,0,136,1,64,5,0.12424463
954995,21,0,1,1,-48,5,0.8146822
954995,21,0,2,0,-48,4,0.75635904
954995,21,0,3,1,8,5,0.72228175
954995,21,0,4,1,-16,3,0.6791809
954995,21,0,5,0,-32,2,0.5859077
954995,21,0,6,1,32,5,0.5395096
954995,21,0,7,0,-40,5,0.4884126
954995,21,0,8,1,-32,2,0.46834618
954995,21,0,9,0,-48,4,0.37403294
954995,21,0,10,1,56,6,0.30884147
954995,21,0,11,1,-32,3,0.23864105
954995,21,0,12,0,24,1,0.08561188
954995,21,0,13,1,-40,2,0.03081582
954995,21,0,14,0,8,1,-0.11640926
954995,21,0,15,0,-64,6,-0.19138527
954995,21,0,16,1,32,6,-0.25962222
954995,21,0,17,1,40,5,-0.34607738
