mu_sigmasq,beta_sigmasq,sigma_mu_x,mu_a,sigma_a,w0,w1,w2,sigma_w0,sigma_w1,sigma_w2,mu_sigmasq_var,beta_sigmasq_var,mu_a_var,sigma_a_var,w0_var,w1_var,w2_var,sigma_w0_var,sigma_w1_var,sigma_w2_var,posterior_q25_mu_sigmasq,posterior_q975_mu_sigmasq,posterior_q25_beta_sigmasq,posterior_q975_beta_sigmasq,posterior_q25_sigma_mu_x,posterior_q975_sigma_mu_x,posterior_q25_mu_a,posterior_q975_mu_a,posterior_q25_sigma_a,posterior_q975_sigma_a,posterior_q25_w0,posterior_q975_w0,posterior_q25_w1,posterior_q975_w1,posterior_q25_w2,posterior_q975_w2,posterior_q25_sigma_w0,posterior_q975_sigma_w0,posterior_q25_sigma_w1,posterior_q975_sigma_w1,posterior_q25_sigma_w2,posterior_q975_sigma_w2,mean_subject_true_a,sd_subject_true_a,mean_subject_true_w0,mean_subject_true_w1,mean_subject_true_w2,sd_subject_true_w0,sd_subject_true_w1,sd_subject_true_w2,num_trials,num_subjects
0.2491543,0.5634983,0.5343965,0.97048014,0.036166124,-0.18347132,0.2556612,-0.14247806,0.9931856,1.0158144,0.9855402,0.00044240995,0.020235432,8.916958e-05,6.6338565e-05,0.0030089428,0.0027847146,0.0030735212,0.001782483,0.001910726,0.0018579654,0.21017238,0.29266098,0.32927132,0.81876504,0.4026261,0.6690626,0.956634,0.9917492,0.023902992,0.053837948,-0.28908148,-0.07678683,0.15069005,0.35707855,-0.24852118,-0.040707417,0.9192917,1.0783376,0.9353741,1.1077218,0.9066204,1.0691484,0.9646658,0.019834975,-0.17695764,0.2547223,-0.1116455,1.0045553,0.96852165,1.0148549,144,344
0.24272077,0.3176586,0.57580996,0.96671903,0.018008977,-0.06205204,0.19814573,-0.09406874,0.96528214,0.95007575,1.0022931,0.0005145678,0.0020257372,2.7260565e-05,4.6744328e-05,0.0027080255,0.0028919706,0.0032024141,0.001562315,0.0017883602,0.0019054476,0.19820887,0.29217613,0.23925996,0.40977716,0.41647407,0.7240405,0.96070987,0.9841189,0.010285668,0.037499838,-0.16963717,0.039481882,0.091750324,0.3017064,-0.20556383,0.008864081,0.89094675,1.0427879,0.87152034,1.0363455,0.92025715,1.0870532,0.9650971,0.021193076,-0.06654096,0.19011666,-0.08745904,0.9692865,0.96227694,0.99729043,144,344
0.27589223,0.44896382,0.5797297,0.9625041,0.017192813,-0.030692376,0.14725107,-0.08733784,0.89181644,1.0633833,0.9855832,0.0005009759,0.012554141,1.3358558e-05,2.9254266e-05,0.0023892417,0.0033542712,0.0028955676,0.0013530111,0.0020388695,0.0016993288,0.23497188,0.32278362,0.2521697,0.6497025,0.46243653,0.7156958,0.95521235,0.96863455,0.010379378,0.029357536,-0.12739241,0.06679822,0.040806852,0.26348236,-0.19886696,0.021019982,0.8239827,0.9695649,0.9825222,1.1644601,0.9139301,1.0735506,0.9662041,0.01923776,-0.029325033,0.17025611,-0.05488967,0.8937602,1.0627369,0.96891236,144,344
0.24892116,0.4341252,0.5945998,0.97931635,0.043433655,-0.030811196,0.21370073,-0.12073221,0.98932755,0.9691037,1.0126309,0.00050621806,0.008472746,0.000104485945,8.464964e-05,0.0031898431,0.0027638676,0.00317271,0.0017619146,0.0016922351,0.0020160207,0.21268512,0.29970515,0.2989369,0.64967656,0.45847842,0.706454,0.95859414,0.9945227,0.02724533,0.059825942,-0.14479783,0.07448285,0.114856124,0.31562835,-0.22865903,-0.012740739,0.9118304,1.0719845,0.8890161,1.0573826,0.9303594,1.1052599,0.96648586,0.01910214,-0.06401558,0.21284366,-0.07167928,0.9800395,0.9800056,0.99091583,144,344
0.31593743,0.36781985,0.48950595,0.97352034,0.048089184,0.024684153,0.19738466,0.05617204,1.0573939,1.0643065,0.9841968,0.0015265666,0.00443719,0.00014869212,0.00010826573,0.0036998698,0.0035194843,0.002885709,0.0020108619,0.0019248528,0.001790615,0.26513803,0.41701564,0.24471982,0.4948453,0.38385406,0.59631425,0.9525513,0.9939048,0.02491447,0.06770092,-0.09806116,0.14140087,0.07448627,0.31105617,-0.047793318,0.16216612,0.9694456,1.1455722,0.98275733,1.1578832,0.90692466,1.0695875,0.9657536,0.020753225,0.05621965,0.18543567,0.03484545,1.0121228,1.0508119,0.95167935,144,344
0.26954582,0.31988078,0.45189372,0.9711997,0.022476926,-0.05388836,0.22220524,-0.0009541584,1.044374,0.9402469,1.0194997,0.00076654623,0.003140854,3.411563e-05,3.950123e-05,0.0035309172,0.0027812,0.003149844,0.0019692818,0.0015784847,0.0019268661,0.22264293,0.3322036,0.23338005,0.45145726,0.34258476,0.58296305,0.9624379,0.9860794,0.011549298,0.03510066,-0.17029667,0.061053254,0.117972285,0.32176664,-0.10879216,0.10775614,0.95739627,1.1302185,0.87224746,1.0250154,0.93390334,1.10273,0.96534353,0.020378558,-0.054808095,0.22917503,0.00012429924,1.0400658,0.91750604,0.9978404,144,344
0.2861467,0.42231447,0.5231915,0.9728737,0.03157581,0.012554259,0.24874556,-0.08469069,1.0397083,0.9793152,1.0877612,0.0008394887,0.0075542456,8.919754e-05,5.7485664e-05,0.0031275447,0.0029854383,0.003936126,0.002051933,0.001995092,0.0020543518,0.23769324,0.34886324,0.31049386,0.66717654,0.40123716,0.6726916,0.95957637,0.9937683,0.019073853,0.046941843,-0.09919737,0.12668416,0.1448713,0.36044723,-0.21098329,0.037442606,0.9558716,1.1313705,0.8966094,1.0683258,1.0050186,1.1810862,0.96508807,0.021432184,0.024192667,0.20605282,-0.06087259,1.0110385,0.96553427,1.0491576,144,344
0.21955247,0.55667424,0.6548077,0.9760213,0.032648772,0.12973091,0.10367009,-0.15841441,1.075508,1.0529344,1.0203879,0.00063900155,0.01779332,0.00010894368,5.6071494e-05,0.0038432954,0.0036677453,0.0033951474,0.0024354712,0.0019296383,0.001987248,0.18916383,0.287982,0.34227526,0.82820255,0.5252867,0.819166,0.95477206,0.99370676,0.019550996,0.04749187,0.0055632917,0.24504158,-0.01405052,0.21920706,-0.26915208,-0.04150107,0.985393,1.1775103,0.97285885,1.140804,0.9348878,1.1128299,0.9662922,0.019440362,0.11178846,0.093256086,-0.16439247,1.0356938,1.0203267,1.0170617,144,344
0.22442912,0.68151116,0.62291676,0.9696843,0.029412864,0.044930566,0.23742728,-0.007425484,1.0131418,0.97810394,0.99521613,0.00032845957,0.013498742,8.735204e-05,9.371285e-05,0.0035558192,0.0029071376,0.0029523994,0.0019244604,0.0017179841,0.0016951403,0.19000463,0.2569964,0.47460127,0.91749865,0.4837703,0.77464855,0.95734644,0.9918863,0.012874773,0.04971584,-0.07518751,0.15505232,0.12946427,0.34363297,-0.10871182,0.09449063,0.93041736,1.0991632,0.90260756,1.0590838,0.92319113,1.0793208,0.964114,0.019843379,0.016534328,0.231935,0.00223895,0.9938409,0.98979455,1.0111526,144,344
0.24804382,0.4231053,0.5389745,0.97524446,0.026792908,0.0018931349,0.18803804,-0.09301482,1.0056008,1.0485984,1.0194443,0.0004925367,0.006845899,7.483736e-05,5.0396673e-05,0.0031053962,0.0037980245,0.0032705597,0.002106116,0.0021142163,0.0017575145,0.21253137,0.3008147,0.29665497,0.6136522,0.41387272,0.664964,0.9634117,0.9931867,0.014067768,0.039073136,-0.11077148,0.11359096,0.06478643,0.30840352,-0.20066385,0.027615342,0.91706014,1.100302,0.96418345,1.1422006,0.93966806,1.1071991,0.96756727,0.019292919,0.02990578,0.1802544,-0.094944686,0.9945913,1.0391831,1.0084431,144,344
0.24979603,0.65015346,0.6463727,0.9690573,0.031216014,-0.10318872,0.19058707,-0.056106187,1.0824805,1.0363104,1.0925062,0.00026743865,0.01960123,6.655901e-05,8.293063e-05,0.0035806638,0.0035221754,0.0036662435,0.0021636554,0.0019739997,0.0024080728,0.21755652,0.2821786,0.434979,0.9541449,0.50828046,0.77358776,0.9577559,0.99052745,0.016700972,0.04868993,-0.2164117,0.016560247,0.07861329,0.30744714,-0.1781192,0.062390782,0.9960988,1.1807001,0.95740175,1.1273,1.0012466,1.194445,0.9670364,0.020772362,-0.08140747,0.18438086,-0.03645317,1.041021,1.0178088,1.0605721,144,344
0.23510875,0.5706783,0.6572795,0.9729311,0.026958046,-0.13867289,0.1407981,-0.08717388,1.0818391,1.035443,0.96629274,0.00035580384,0.012881324,5.756024e-05,5.7565863e-05,0.003268328,0.0034729613,0.0029182255,0.0021128922,0.0021441795,0.0019316587,0.1997352,0.2721876,0.3826793,0.8297941,0.479429,0.80093646,0.9612909,0.9911697,0.015456621,0.042220064,-0.243826,-0.0229562,0.02375885,0.2583045,-0.1923477,0.025947168,0.9961605,1.1745547,0.9488081,1.1301503,0.88448954,1.0594634,0.966516,0.021308856,-0.12960315,0.15292712,-0.07443628,1.0327212,0.99317884,0.9575192,144,344
0.26321408,0.6891226,0.57028407,0.97138715,0.045852337,0.021365259,0.14351478,-0.11591982,0.9219868,0.9805229,1.0169625,0.0003370418,0.018274324,0.00015599742,0.00011394169,0.0026901981,0.0032235405,0.003209624,0.0015138972,0.0016595558,0.0018246464,0.23321974,0.3041392,0.47398084,0.98943174,0.4669871,0.67893064,0.9507879,0.9939116,0.025404645,0.06574525,-0.08258337,0.119851716,0.035176266,0.26005337,-0.22796544,-0.0028632428,0.8470117,1.000377,0.9035228,1.0620025,0.9369869,1.0984471,0.96421796,0.021495944,0.013196091,0.15210311,-0.0940406,0.9108896,0.9982725,0.98996687,144,344
0.28235292,0.36799464,0.43594217,0.973617,0.03180369,-0.062170874,0.1255865,-0.06684029,1.005228,1.0740299,1.016275,0.0006725047,0.0059857075,9.7519645e-05,0.00012612683,0.0031032832,0.0036941168,0.0032076929,0.002089268,0.0021202196,0.001927774,0.23567237,0.337919,0.24038067,0.5198897,0.3098133,0.5439027,0.9582506,0.9937975,0.01432206,0.054014064,-0.16829166,0.05047607,0.0038981575,0.24430081,-0.17594446,0.046070185,0.9210232,1.0961637,0.9907912,1.1700703,0.9356058,1.1066922,0.96619684,0.02093727,-0.061278075,0.13005301,-0.051155183,0.96821797,1.0398129,1.0015213,144,344
0.2444814,0.64255327,0.55255526,0.97232795,0.024827413,-0.021998292,0.26125526,-0.09750429,1.0022805,0.99179995,1.0179312,0.000498948,0.033895288,6.791037e-05,9.80522e-05,0.0032250234,0.0029386675,0.0033922654,0.0020829071,0.0019355592,0.0019524554,0.21035318,0.2941218,0.35350594,0.98023075,0.41871005,0.6982318,0.9627175,0.99188215,0.010792445,0.04346544,-0.12822667,0.09151385,0.15689188,0.36959758,-0.21570452,0.017367862,0.9157114,1.0917768,0.9097825,1.0790431,0.9334916,1.1093872,0.965269,0.021107432,0.007276747,0.25342605,-0.09258581,0.9981807,0.97249717,0.9879621,144,344
0.3014011,0.28241628,0.5137366,0.96169925,0.024790749,-0.053434297,0.17170686,-0.12419669,0.9480016,0.9703521,1.0461849,0.0013492653,0.0023126255,3.8303115e-05,5.4371492e-05,0.0030337225,0.0031061808,0.0033533336,0.0018109921,0.0017296637,0.0021571312,0.23353073,0.37569937,0.20545647,0.3876477,0.39641157,0.63712996,0.9527919,0.9779978,0.011237701,0.0414706,-0.16314138,0.058387525,0.060814004,0.27531964,-0.24251075,-0.013769594,0.86803585,1.0374683,0.89316714,1.0482383,0.960163,1.1388444,0.9644112,0.019632837,-0.049663,0.17312087,-0.13314332,0.94155675,0.9794975,1.0514741,144,344
0.22651091,0.60893863,0.4429924,0.9688805,0.031523474,0.00021259929,0.09446732,-0.13344975,0.9418754,1.0120742,1.0695877,0.00032822505,0.036722496,9.8537996e-05,9.0716036e-05,0.0027689484,0.0030481687,0.0034171941,0.0018185367,0.0018359954,0.0020891214,0.19678724,0.2680159,0.3790894,1.1420462,0.339069,0.5565775,0.9559068,0.9926755,0.018103722,0.0520554,-0.101998985,0.103079796,-0.014854442,0.20317338,-0.2413739,-0.018340101,0.8652874,1.0320506,0.9348796,1.1006721,0.9816262,1.1690923,0.9621677,0.02188472,0.015771044,0.11562951,-0.11821626,0.9314604,1.0179935,1.0532469,144,344
0.23371312,0.41135988,0.5630446,0.9805785,0.02915205,0.07060202,0.2204561,-0.0907347,0.9828198,1.0592381,1.0032644,0.0003616102,0.0065687657,5.9337992e-05,3.6289155e-05,0.003072092,0.003815435,0.0030360704,0.0016157987,0.002273546,0.0019870908,0.19903588,0.27319753,0.2772195,0.5995416,0.40494514,0.71352285,0.9673032,0.9940329,0.017554553,0.04128646,-0.02750967,0.1821331,0.097865686,0.34014872,-0.19854553,0.015862973,0.91171926,1.0665789,0.9719837,1.1559767,0.9187044,1.0959071,0.9649773,0.020640956,0.0839302,0.22252293,-0.093586214,0.9548083,1.0211465,0.9792785,144,344
0.23870906,0.50341994,0.55264604,0.96966225,0.030021457,-0.11311512,0.1771742,-0.13383962,0.984357,0.99082255,1.0143139,0.0005292461,0.007937293,8.7809996e-05,6.385075e-05,0.0029907862,0.0032640935,0.0032311827,0.0017946109,0.0018452025,0.0018702114,0.19770904,0.2881396,0.34259826,0.67705166,0.4106528,0.70116985,0.95657706,0.9922205,0.016451823,0.04878157,-0.21858591,-0.0069886087,0.06651673,0.2920832,-0.23844798,-0.020240929,0.9045413,1.0715764,0.91041493,1.0797971,0.9314436,1.099779,0.96398604,0.021146901,-0.08398713,0.19308059,-0.15799925,0.98761463,1.0083925,1.0205808,144,344
0.2750499,0.41754588,0.50947315,0.9653549,0.034674626,0.0390403,0.18377626,0.003210508,1.0259246,1.0281798,1.0124815,0.000575371,0.0084009515,0.0001254241,0.00013409196,0.003337613,0.003390166,0.0031160533,0.0018951785,0.0020774743,0.001887478,0.23469776,0.33206984,0.2669091,0.63070005,0.38002887,0.6290829,0.950118,0.99181014,0.018263442,0.06169652,-0.071528904,0.1481851,0.06887384,0.294168,-0.097671404,0.1099074,0.94734627,1.1111748,0.9453387,1.1205952,0.9278675,1.1006848,0.96549153,0.020903071,0.0047726324,0.17886558,0.0042639873,1.0117477,1.0256883,0.9919977,144,344
