correlation,rmse,generative_a,estimated_a,generative_sigmasq,estimated_sigmasq,generative_mu_x,estimated_mu_x
0.5990242733071368,0.77703595,0.97750944,0.93417835,0.2740401,0.1551407,0.36602077,-0.09516036
0.8402101764536286,0.73428565,0.97150314,0.9536087,0.09828672,0.31290942,-0.47386718,-0.111193106
0.5457946892219778,0.74688256,0.9222899,0.93858063,0.2746853,0.15392983,-0.24267769,-0.3383895
0.6509904662561184,0.64689904,0.97554094,0.95860016,0.12999375,0.15309338,0.7582914,0.7088382
0.6410271693883567,0.67774224,0.9390461,0.9452929,0.13562907,0.16377085,-0.39826617,-0.04289179
0.8722471840955253,1.3314451,0.9673525,0.95692533,0.6441953,0.42402238,-0.15748602,0.069602616
0.8401376124499097,0.6642263,0.96611685,0.9459644,0.23204814,0.25075492,0.12131127,-0.011489254
0.6427207614037246,0.6651782,0.95810324,0.9419857,0.18144234,0.12641841,-0.047519527,0.15521939
0.9154499778096684,0.77518505,0.94376796,0.95845515,0.29406902,0.22077656,0.26575166,-0.0019555655
0.8957436676568629,0.60784006,0.9570119,0.95617974,0.119078636,0.24256416,-0.26986352,-0.42123234
0.7517028244890555,0.71722615,0.9439613,0.94902176,0.18708117,0.20369688,-0.60243386,-0.1918848
0.5100115648880926,0.8309321,0.9705452,0.96450883,0.06275794,0.18323997,-0.6539538,-0.7326039
0.9260080403507692,0.7191835,0.98108274,0.9704193,0.14259231,0.27180514,0.10963741,0.008259569
0.39950954508200703,0.847201,0.9474631,0.9442827,0.2110445,0.22730944,0.45311284,-0.30597302
0.4513176521657439,0.65263677,0.9232247,0.9269659,0.120393455,0.16593762,-0.18033276,-0.032031044
0.8940746955713281,14.025477,0.9935709,0.98640347,0.1040518,6.2376323,0.7164701,0.33937004
0.9451260637591393,0.9629204,0.9843419,0.98094434,0.46204326,0.47667244,-0.11941655,0.37120667
0.3878345151979475,0.597181,0.898523,0.93718594,0.13518012,0.12643224,0.08283829,0.15065044
0.7633026987978347,0.6596955,0.9807901,0.95436215,0.12944953,0.22229987,0.36070034,-0.01000684
0.5857644974132876,0.6211448,0.9515806,0.94064254,0.078478865,0.13517249,-0.50229794,-0.24411152
0.8068916366746248,0.92598987,0.9819556,0.95536125,0.085928775,0.14339833,0.050493598,-0.21758431
0.8742984129863651,0.7381595,0.9721501,0.9732338,0.17548358,0.15106794,0.06944351,0.21059854
0.8938090594862856,0.7844048,0.9388548,0.95874345,0.23448674,0.3302037,-0.21118234,0.18173365
0.7860294856054396,1.1824294,0.98731637,0.96774185,0.36753058,0.19743226,-0.6535057,-0.70295566
0.853843138652318,0.8048273,0.97596115,0.9863396,0.2514897,0.21331698,0.631727,0.30836272
0.9481983718451664,0.9743006,0.986576,0.97233415,0.41084573,0.33988136,0.5425558,0.013482766
0.8420022481883295,0.7515839,0.9665534,0.96546715,0.10971479,0.18468563,0.33723965,0.10822269
0.7769719429983835,1.0492909,0.94482166,0.94833875,0.5042262,0.26896107,-0.6577965,-0.12618099
0.9178705056480062,1.0089098,0.972075,0.9557394,0.17439036,0.14424103,0.562965,0.341907
0.787395243818292,0.6898222,0.9855091,0.971082,0.18252145,0.2868857,0.13439651,0.13403058
0.8444538748854039,0.8731791,0.9898803,0.978428,0.1239166,0.21670708,0.7717713,0.31642476
0.8887529033700149,0.67910385,0.9577179,0.96246415,0.1473433,0.20066786,-0.15427724,0.5446758
0.828055705830712,0.7976608,0.9535419,0.96000147,0.15707451,0.27646,0.5980019,0.08739119
0.8231394945787561,0.79187655,0.95887256,0.95599025,0.19641116,0.20576374,-0.06499351,0.2015197
0.7817119273841647,0.71452403,0.98713595,0.9693956,0.13428703,0.25063226,0.15729159,0.25967333
0.8072207662629214,0.50386995,0.95576584,0.94886416,0.114975914,0.12153694,-0.49195972,-0.333275
0.5462469184594403,0.7063171,0.9594465,0.93628556,0.17640148,0.17986095,-0.45711178,0.0037112792
0.664181565503591,0.50005484,0.9502575,0.92601925,0.068035394,0.12109104,-0.6491992,-0.30461836
0.8324250954832147,0.7321206,0.9868214,0.97592413,0.10768636,0.19906351,0.13211788,0.42954883
0.820746178241813,0.6223602,0.9542998,0.961231,0.1205926,0.17141613,0.5193217,0.70252943
0.9481374699134738,0.5280685,0.97905564,0.9714251,0.056259792,0.24664696,0.14707592,-0.0120592415
0.8290003336648385,0.71576005,0.95483685,0.959341,0.2176845,0.24480456,1.3635452,0.21179396
0.9202910334863439,0.76515186,0.973849,0.97489303,0.15963763,0.20266104,-0.5999608,0.047528256
0.8943960504449404,0.9681453,0.99010164,0.962422,0.25014928,0.7731499,-0.25294194,-0.22946589
0.6487435737123939,0.80743635,0.94141316,0.9447889,0.1929345,0.24292259,-0.20304129,0.07169162
0.8609673688745776,0.93548393,0.9508583,0.9651209,0.17928034,0.3425531,-0.68077016,-0.4299219
0.9518550793182871,0.84392095,0.96133435,0.97387797,0.4255207,0.43743995,-0.3085979,0.30278134
0.8524579436527553,1.6380904,0.9922848,0.98769027,0.1605952,0.42488492,0.058250282,-0.41146937
0.5313298325520824,0.6658117,0.9534521,0.9486436,0.15997523,0.12073116,-0.3698025,-0.2872296
0.6304639237041332,0.47427812,0.9002257,0.9300441,0.07893458,0.16295347,-0.5163123,-0.23690043
0.943251061734474,0.92929906,0.9926985,0.98284745,0.15720844,0.3226646,0.009827895,0.5081416
0.8198728186256248,0.8225452,0.9882039,0.9585487,0.14243144,0.2076244,-0.093937054,0.04994689
0.8921115801135756,1.3481253,0.98009837,0.9655356,0.7500796,0.57349336,0.26403078,-0.039083418
0.8905708908203296,0.92197335,0.9708468,0.9656066,0.35392222,0.39515764,-0.67860556,-0.43368906
0.8047367449213296,0.95528626,0.972163,0.9617864,0.12183121,0.33358687,-0.07764969,-0.073011965
0.7998490409565491,0.6487917,0.90988857,0.9506939,0.15591665,0.16355272,-1.0559449,-0.18573672
0.732726041730781,0.81836593,0.9730415,0.95454156,0.15392996,0.16903478,0.8036223,-0.7514249
0.7807128765472491,1.3223628,0.9529066,0.9373631,1.0339582,0.5027358,-0.48138195,-0.12795903
