mu_sigmasq,beta_sigmasq,sigma_mu_x,mu_a,sigma_a,w0,w1,w2,sigma_w0,sigma_w1,sigma_w2,mu_sigmasq_var,beta_sigmasq_var,mu_a_var,sigma_a_var,w0_var,w1_var,w2_var,sigma_w0_var,sigma_w1_var,sigma_w2_var,posterior_q25_mu_sigmasq,posterior_q975_mu_sigmasq,posterior_q25_beta_sigmasq,posterior_q975_beta_sigmasq,posterior_q25_sigma_mu_x,posterior_q975_sigma_mu_x,posterior_q25_mu_a,posterior_q975_mu_a,posterior_q25_sigma_a,posterior_q975_sigma_a,posterior_q25_w0,posterior_q975_w0,posterior_q25_w1,posterior_q975_w1,posterior_q25_w2,posterior_q975_w2,posterior_q25_sigma_w0,posterior_q975_sigma_w0,posterior_q25_sigma_w1,posterior_q975_sigma_w1,posterior_q25_sigma_w2,posterior_q975_sigma_w2,mean_subject_true_a,sd_subject_true_a,mean_subject_true_w0,mean_subject_true_w1,mean_subject_true_w2,sd_subject_true_w0,sd_subject_true_w1,sd_subject_true_w2,num_trials,num_subjects
0.22688885,0.63333,0.5974485,0.9712418,0.029561874,-0.046521105,0.18682112,-0.09478002,1.0247453,0.9884389,1.0137582,0.00012479161,0.007899547,6.717617e-05,5.1081326e-05,0.0017137638,0.001473533,0.0016385978,0.0009163004,0.0008661245,0.000977844,0.20572902,0.24953243,0.48802584,0.81745,0.49366385,0.683193,0.9610065,0.99241453,0.019902918,0.045537736,-0.12796971,0.031203765,0.114258684,0.2636501,-0.17224982,-0.015645389,0.9685703,1.0865684,0.9319253,1.0497067,0.95523685,1.0740706,0.96616566,0.019737683,-0.04031193,0.18820275,-0.075208694,1.0168155,0.9875382,0.99445814,210,663
0.2317685,0.45522812,0.54407483,0.97412586,0.036663126,-0.0055536567,0.19222608,-0.011621258,1.0735246,1.0664386,0.9789151,0.00024197559,0.0034375458,9.365623e-05,7.076814e-05,0.0018573962,0.0018130294,0.001458962,0.0010266647,0.0009786262,0.0008297452,0.20401166,0.26028576,0.35859185,0.575834,0.46957436,0.6206822,0.9597461,0.9933969,0.019890426,0.05142647,-0.09225195,0.07778993,0.103905,0.2734849,-0.08515103,0.06485311,1.0120996,1.1373473,1.0057107,1.1321949,0.92377067,1.036168,0.9647178,0.020889465,0.0053848424,0.19070336,-0.020125037,1.0448433,1.0316514,0.9598896,210,663
0.2566929,0.45852438,0.48967183,0.96918386,0.030340225,-0.010504282,0.24653126,-0.029189173,1.048605,0.9463019,1.0364276,0.00023281192,0.0017021917,4.295014e-05,3.2936732e-05,0.0017771977,0.0014437478,0.0016155593,0.00094301824,0.00081833004,0.0009522255,0.23126028,0.28883868,0.38314995,0.5435944,0.4010803,0.5848803,0.9597782,0.9847666,0.021170055,0.04321205,-0.091389865,0.06941142,0.17290694,0.31785053,-0.10745157,0.050782073,0.9929377,1.1108649,0.893488,1.007298,0.9775698,1.0989465,0.964605,0.02064142,-0.00024231024,0.2418449,-0.016072856,1.0322523,0.9296082,1.013128,210,663
0.23517078,0.5153543,0.54755306,0.97302115,0.029282702,0.009843398,0.22601917,-0.093932934,1.0803269,0.9785392,1.0650061,0.00016394594,0.0039516585,5.572269e-05,3.117407e-05,0.001711784,0.0014912606,0.001901416,0.001035769,0.00096638553,0.0010120544,0.21196005,0.2628177,0.4148548,0.6583556,0.47081253,0.6283992,0.9637161,0.9913726,0.020594249,0.041132033,-0.07067819,0.092617,0.15185739,0.3050847,-0.18338852,-0.011678462,1.0185775,1.1450179,0.91976625,1.0421717,1.0051202,1.1297486,0.96439666,0.022336697,0.010693739,0.20061617,-0.09048086,1.0400001,0.98554754,1.0287113,210,663
0.24578254,0.54012966,0.59567857,0.97172266,0.037094194,-0.0017930769,0.16720568,-0.08283058,1.0642098,1.0519139,1.031565,0.00015974627,0.0062843226,7.667336e-05,5.0276543e-05,0.001890103,0.0018831,0.0017866734,0.0010606168,0.00095328834,0.0009204443,0.226163,0.27311465,0.41252565,0.73177314,0.51884973,0.68329966,0.95967877,0.9931429,0.023625532,0.051091503,-0.08830169,0.08120224,0.08200033,0.24948466,-0.16022918,0.003180129,1.0041169,1.1305892,0.99213016,1.1140311,0.9740949,1.0937047,0.9644672,0.021043612,0.0033650033,0.1591274,-0.06711178,1.025851,1.0308032,0.99836886,210,663
0.21231724,0.6876536,0.5819767,0.9628686,0.020698778,-0.0066720024,0.20358881,-0.052024998,0.9969652,1.0287412,1.0267016,0.00012089979,0.008998545,7.359633e-06,1.4558224e-05,0.0017694674,0.0016235259,0.001616417,0.0009131382,0.0009488422,0.0008841681,0.19251877,0.23111723,0.5472887,0.90108144,0.49454668,0.6763116,0.9587287,0.96981907,0.014998203,0.03000984,-0.092483684,0.072706476,0.12499581,0.2831996,-0.1297302,0.027013345,0.94049495,1.0570643,0.9707337,1.0888865,0.97358084,1.0861893,0.9642625,0.020081239,-0.014002871,0.20994183,-0.054310232,1.0047954,1.0159241,1.0138973,210,663
0.23918794,0.39601094,0.48568922,0.96770585,0.016696574,0.0057423096,0.20439819,-0.12929136,1.005337,1.0373546,1.0605983,0.00020070512,0.0019889877,4.959754e-06,8.292008e-06,0.0016031062,0.0018457933,0.0018028944,0.0010254346,0.00097337994,0.00093130785,0.21448576,0.2698868,0.3287631,0.507004,0.4065105,0.5719212,0.9637009,0.9725677,0.012486765,0.024706498,-0.07266724,0.08214649,0.12254518,0.2881031,-0.20934421,-0.044443958,0.9387041,1.0708967,0.97946626,1.0984374,1.0025911,1.119851,0.9652451,0.020602152,0.013129581,0.20447919,-0.11158069,0.98578703,1.0174094,1.0372933,210,663
0.21641141,0.6222304,0.5587062,0.9755408,0.034430727,-0.037455905,0.19491537,-0.039333366,1.0433382,0.9939727,1.0503914,0.000118102056,0.014727155,4.6237717e-05,2.9288134e-05,0.0016756386,0.0016153711,0.0017414527,0.0009893394,0.00088992546,0.0010583699,0.19089842,0.23689389,0.4392197,0.9595321,0.46677762,0.6395121,0.9640981,0.989684,0.024509497,0.045870464,-0.117951006,0.04395735,0.119174026,0.2753718,-0.12558912,0.04590868,0.9816818,1.1100001,0.93718237,1.055051,0.988029,1.1168611,0.9652214,0.021509038,-0.033993006,0.19395967,-0.03712889,1.0402999,0.9913574,1.0236447,210,663
0.24951011,0.48613545,0.63566613,0.9702856,0.025197232,-0.079647265,0.20401844,-0.12478456,1.0679145,1.0020702,0.93879277,0.0001505186,0.0030277187,2.6698403e-05,3.3479006e-05,0.0016363562,0.0016167413,0.0013843467,0.0010541021,0.0009139769,0.00090644247,0.22777419,0.27466798,0.38228872,0.6008977,0.50278854,0.7384156,0.96273136,0.98290354,0.0165486,0.03764111,-0.15376598,-0.0005027579,0.123590104,0.28635114,-0.19756986,-0.048510075,1.0093476,1.135148,0.9432141,1.0607648,0.8822091,1.0003158,0.9653976,0.021513268,-0.09810294,0.20221081,-0.13379785,1.0377424,0.98269403,0.92821705,210,663
0.2404039,0.4574449,0.45768088,0.9688427,0.029855313,0.034263074,0.20678084,-0.13487165,0.96832335,1.0565742,1.0371112,0.00021967657,0.0020870173,3.9877286e-05,4.0604333e-05,0.0015082383,0.0019070087,0.0016836063,0.00078156544,0.00095351395,0.0009949816,0.21551517,0.27480027,0.37710428,0.5499165,0.38086745,0.5245943,0.960128,0.9850821,0.020319216,0.043792564,-0.042288233,0.1072215,0.12480619,0.29397708,-0.21474764,-0.058860596,0.91362596,1.0207798,0.9972979,1.1147288,0.9766587,1.0981036,0.96409184,0.020862894,0.022714583,0.19525535,-0.13866408,0.9402139,1.0247985,1.0116909,210,663
0.24181499,0.3931557,0.49099618,0.9752361,0.027391698,-0.029402928,0.1678032,-0.0871723,0.9791651,1.0581131,1.0611907,0.00016239606,0.0027377896,3.9961e-05,3.815871e-05,0.0014944115,0.0018130753,0.0017447819,0.00094185467,0.0009751669,0.000979688,0.22043143,0.26904997,0.30025995,0.4981528,0.3946908,0.5822379,0.96579736,0.99123865,0.016598599,0.038919188,-0.09961622,0.046898402,0.08530295,0.25022733,-0.16629083,-0.005283166,0.92340004,1.0428268,1.0001575,1.1189703,1.001747,1.1291002,0.9656618,0.02069057,-0.030541359,0.16987343,-0.084924564,0.95919436,1.0276333,1.0238303,210,663
0.20964201,0.58747613,0.50880337,0.97313255,0.02602001,-0.012390893,0.23072208,-0.11231864,1.0319839,1.0012201,0.9992755,8.926593e-05,0.006541732,3.3489036e-05,2.4785917e-05,0.0017226561,0.0015635458,0.0016439293,0.001046346,0.0009536042,0.0009335387,0.19313231,0.2292811,0.46993792,0.779144,0.42236093,0.5980186,0.9653218,0.9886781,0.016545275,0.03666192,-0.09364004,0.06938382,0.15282851,0.31057087,-0.19348948,-0.034061935,0.97104937,1.099057,0.9393612,1.0644385,0.94073427,1.0642111,0.96504104,0.020074906,-0.014482715,0.2397521,-0.107140794,1.0383178,1.0129393,0.9759263,210,663
0.21826753,0.5071637,0.4956741,0.9678919,0.028656919,-0.027292509,0.18969442,-0.12844846,0.96593106,1.0017892,1.0681783,0.0001265001,0.004950846,2.560724e-05,2.0984435e-05,0.0016100239,0.0017179089,0.0017629641,0.0008990044,0.0009216975,0.0010208882,0.19803226,0.24308464,0.40129203,0.6638412,0.41513258,0.58981293,0.9603772,0.9790461,0.020957071,0.037737805,-0.10593471,0.05491213,0.10557216,0.268859,-0.21283123,-0.048822757,0.91169554,1.0246542,0.9445604,1.0594074,1.0070221,1.131418,0.96362746,0.02134918,-0.024992919,0.18372455,-0.12201819,0.9724362,0.995448,1.0302923,210,663
0.19863136,0.5070281,0.5108677,0.9673108,0.020413326,-0.045043916,0.14544849,-0.091966756,0.9700252,1.0010501,1.0655438,8.176908e-05,0.005375336,9.3837425e-06,1.1000066e-05,0.0015106176,0.0015239607,0.0017453559,0.00083547353,0.0008508839,0.0010111695,0.18272127,0.21703064,0.36069378,0.6619316,0.42814535,0.59233874,0.96297485,0.97504616,0.015705977,0.029152598,-0.118073754,0.027774677,0.06833843,0.21954213,-0.17575671,-0.010678554,0.9195483,1.0339297,0.95026094,1.0587395,1.0092838,1.1346437,0.96370083,0.021137225,-0.03809769,0.16299416,-0.100026116,0.97558165,0.99997145,1.04949,210,663
0.2154211,0.4838583,0.52640516,0.9668781,0.01905922,0.021247655,0.22706021,-0.13253784,0.99279314,1.0019201,0.980456,0.00015384471,0.004922649,8.8747365e-06,9.005097e-06,0.0015396951,0.0017551897,0.0014681943,0.0007962266,0.0009530871,0.0009087248,0.19694677,0.24507588,0.34012637,0.6108322,0.4383699,0.6243967,0.9621463,0.9745778,0.013333848,0.02486531,-0.052240025,0.09559129,0.14566182,0.30722433,-0.20609222,-0.05823433,0.93872726,1.0487248,0.9457431,1.0704011,0.9224406,1.0421844,0.9648549,0.02069818,0.020710418,0.21433637,-0.1247433,0.97822434,0.9917278,0.95506424,210,663
0.20536315,0.45158866,0.51006806,0.974001,0.030017,-0.07682555,0.17183596,-0.116182394,0.9924258,1.0259465,1.0197246,0.00017683505,0.0034373912,4.3198117e-05,3.2382417e-05,0.001566511,0.0017211863,0.0016814887,0.0008917264,0.0009841843,0.00090908963,0.17951508,0.23254322,0.33438236,0.56175935,0.42278475,0.5931268,0.96370846,0.98891294,0.020171382,0.0420649,-0.15399706,-0.0013450999,0.08988307,0.25502524,-0.19320671,-0.032317106,0.93809485,1.0519278,0.9699316,1.0919341,0.9616719,1.0796157,0.9642051,0.020282973,-0.07788429,0.17168975,-0.11480913,0.9789138,1.0082633,1.0069454,210,663
0.22730944,0.462168,0.56483537,0.9790446,0.03520408,0.056163356,0.19907512,-0.05083339,0.98780316,1.0113835,1.021936,0.000110147375,0.003935674,6.415135e-05,2.8514758e-05,0.0015133449,0.0016596314,0.0016178618,0.00084391946,0.00093293336,0.00090594805,0.20732446,0.2482691,0.34787646,0.58006185,0.46466768,0.66399306,0.9645052,0.9932302,0.02356086,0.045796245,-0.017480219,0.12965673,0.11909088,0.27639073,-0.13043061,0.02339235,0.93651134,1.0466695,0.95559216,1.0712868,0.963517,1.0830922,0.9653535,0.021180177,0.044668403,0.19776642,-0.04528445,0.9727742,0.99964,1.0046047,210,663
