correlation_w0,correlation_w1,correlation_w2,correlation_mu_x,correlation_a,correlation_sigmasq,mean_correlation_states,median_correlation_states
0.976920573436725,0.9746431008445477,0.9792018753748022,0.5653753343677782,0.44807963754952085,0.5101155260129525,0.78110766,0.8058537
0.9736565707540417,0.9752714429782394,0.9777984406903495,0.48715324449360636,0.46718305534974847,0.4655667275464038,0.7769449,0.80414844
0.9783477253603002,0.9739616831531673,0.9728616314858206,0.5484430785437548,0.5218290421875331,0.4860347872604826,0.7752714,0.8065716
0.9751923855144985,0.9754777335476887,0.9737722746462879,0.5496020527270459,0.4859710571854558,0.5781736671776304,0.7769014,0.804992
0.9800839013804256,0.9729477711806885,0.9746207835813457,0.4760558000755327,0.4536195389204012,0.4850270104765962,0.76530933,0.7915146
0.9773071726695711,0.9763741710701399,0.9765179568323188,0.46770963774717184,0.5043937832504575,0.5299447849496988,0.7858399,0.8134794
0.9721651434654146,0.976445116908695,0.9773995710803186,0.521926340514002,0.4533948680402756,0.5569349618951259,0.7839526,0.81245965
0.9781905574753524,0.9710796268421829,0.9754338813607699,0.547952428159412,0.5219996799202079,0.5083958202977731,0.77795696,0.80881846
0.9776481491577167,0.9770826824131565,0.9718503959378957,0.5220203036037191,0.4993842730714881,0.5027530526474945,0.7646156,0.7896927
0.9759910306013323,0.9713155227847727,0.9725264607801687,0.4652045455406401,0.46899267450246906,0.5281256397684077,0.77803016,0.8000447
0.9781320467170315,0.9738838609622973,0.9695571942044947,0.5407278524221147,0.5118164555804934,0.46034020567787404,0.775773,0.79966116
0.9764696988388268,0.9726695465543873,0.9751631507232192,0.4957521436513645,0.5027722405527566,0.47844786481437224,0.7733853,0.79951864
0.9761409515521037,0.9734805443699309,0.9754749335958479,0.52422036576265,0.497213229521412,0.48920682891378947,0.78267175,0.80991083
0.9729436947802145,0.972833343737076,0.9768117047210316,0.5166723544119746,0.4956411183102472,0.5480548322804142,0.78419167,0.81118846
0.9772333857034128,0.9773550600812018,0.9766436664348195,0.5242715472352698,0.49302507290992237,0.510110626097231,0.7701919,0.80607915
0.9770007014702876,0.9732997004216233,0.9704307791788334,0.5316169326593464,0.4820766847516104,0.5344892714904127,0.7863663,0.8187818
0.9725391840907394,0.9781583168534206,0.9757230175640977,0.47713724029829035,0.46219513259666045,0.5742069589344239,0.7761007,0.80688256
0.9730513282230367,0.9772123448888443,0.9761017522263321,0.5335808929968757,0.5308874477303287,0.5420084598074324,0.78364825,0.8137878
0.974561819889639,0.9737280518775075,0.9743686232126219,0.5446901810536378,0.4579357311606448,0.5163723889831447,0.77903414,0.8080682
0.9756004784952993,0.9747265229390996,0.9784869406128566,0.4813621205715261,0.5055539515308571,0.5338262593648094,0.77163136,0.7994331
0.9753084188128434,0.976709341775792,0.9788708634211492,0.5073530441158765,0.5411256364447583,0.46190249645353154,0.7816828,0.8114541
0.9738678847664995,0.9722641711739028,0.9728643490861367,0.48063244488665374,0.5083391212729964,0.45544440753266097,0.7810973,0.8084051
0.9745767666913775,0.9756341602689139,0.9762701199186431,0.49927424115205177,0.4753259439927069,0.528313442420555,0.7765051,0.810525
0.971880207189848,0.9741381624706642,0.9760275946783127,0.5409012435574343,0.5173832539492085,0.5044976285231423,0.77369213,0.810205
