IDcode,a,sigmasq,mean_criterion,sd_criterion,mad_criterion,mean_abs_diff_criterion
1235226,0.89734757,0.086639434,-1.3655179,0.17457926,0.151118,0.024441596
1235227,0.90012324,0.09312031,-1.1076922,0.30921286,0.25427008,0.038794857
1235228,0.899404,0.094169006,-0.39764696,0.34809837,0.2662138,0.033472396
1235229,0.91142786,0.11679085,-0.24175078,0.5252313,0.43406454,0.046949413
1235230,0.8895272,0.083093815,0.09047346,0.2211994,0.1948535,0.034853935
1235231,0.9025581,0.11170739,-0.7313342,0.38971674,0.3288573,0.040345863
1235233,0.8982392,0.24346934,-0.18315622,0.59003866,0.48345813,0.08879211
1235234,0.8905862,0.08745918,-0.87321824,0.18856214,0.15503754,0.034997813
1235235,0.8888622,0.065873384,-0.24766204,0.19502053,0.14194831,0.031230697
1235236,0.89549315,0.07326447,-0.458215,0.24472018,0.18453312,0.02812583
1235237,0.89151216,0.079688005,-0.35555854,0.18820937,0.15601915,0.02754579
1235238,0.894195,0.09218809,-0.57843864,0.2859165,0.21239643,0.038635805
1235239,0.9009415,0.082532786,-0.792438,0.27621564,0.23119463,0.025953785
1235240,0.9229986,0.16247283,-0.04493719,0.81010795,0.76387626,0.061820243
1235241,0.9075041,0.09526254,-1.2639301,0.3660279,0.30262798,0.03337578
1235242,0.90546805,0.11056283,-0.2455788,0.43628177,0.35247108,0.03941589
1235244,0.89597076,0.30357862,-0.19393371,0.6649293,0.5315516,0.11245252
1235245,0.93118286,4.8587923,1.7947507,2.694457,2.1821594,0.4255209
1235246,0.89157027,0.0695777,0.93400335,0.20230433,0.17021367,0.02697424
1235248,0.8909249,0.124017805,-0.36339098,0.28682816,0.22298473,0.05191479
1235249,0.89705884,0.08661971,0.26056457,0.34048942,0.29093924,0.033304404
1235250,0.90468735,0.113734305,-1.4649627,0.2852741,0.23427777,0.035206337
1235251,0.8983015,0.12316554,0.2806057,0.39635018,0.32241568,0.054272752
1235254,0.8949755,0.08289771,-0.30689156,0.22320773,0.19700372,0.024380397
1235255,0.90248656,0.11078235,0.38099453,0.468396,0.39779675,0.05126746
1235259,0.8877095,0.09580454,-0.33589265,0.23575182,0.19964461,0.045295857
1235262,0.8931826,0.103918105,0.30522686,0.32762444,0.27559426,0.04829063
1235263,0.89984864,0.08064931,-0.12911925,0.27751553,0.22488448,0.026457317
1235264,0.9088623,0.109067366,0.9203364,0.47720945,0.40558597,0.043461047
1235265,0.8942055,0.14342415,0.19842067,0.4116549,0.3518996,0.06541372
1235266,0.91037285,0.32713807,0.80719405,0.9730905,0.8090139,0.12097576
1235267,0.9100721,1.0185567,0.4069789,1.8500248,1.5685362,0.29981837
1235268,0.91512376,0.110586956,0.80665356,0.5408386,0.43170917,0.046246383
1235269,0.89357287,0.08510134,-0.9403392,0.18090418,0.1626846,0.029002514
1235270,0.90917087,0.13386391,-1.294933,0.43979412,0.35087368,0.04668778
1235271,0.9200052,0.1697679,-1.4659362,0.66269827,0.5538738,0.06493886
1235272,0.90589076,0.12150959,0.47708398,0.48068935,0.3792607,0.05454215
1235273,0.8915084,0.09975825,0.3115261,0.2523803,0.19566438,0.036113165
1235274,0.9194463,0.18152383,-0.89618444,0.7639922,0.6811001,0.064009294
1235275,0.8959895,0.09131402,-0.63668233,0.20276138,0.1572253,0.027242588
1235276,0.91198313,0.09126225,-1.6899675,0.3926007,0.310183,0.03248185
1235277,0.92263204,0.1171297,-0.95435053,0.7231474,0.60997653,0.03719501
1235278,0.8978158,0.10914681,-0.08439225,0.36348474,0.2970742,0.050087567
1235279,0.8901022,0.11091679,-0.50666094,0.24847417,0.21629216,0.049094114
1235280,0.8910198,0.09563201,-0.21712255,0.34660596,0.24416727,0.045678705
1235281,0.89689493,0.081920125,0.29198024,0.22610804,0.1758359,0.020159567
1235282,0.899217,0.11982995,-0.30317292,0.4015743,0.30314198,0.046991356
1235283,0.8960285,0.09376485,0.03448006,0.33616257,0.27865252,0.044900816
1235284,0.89283234,0.07528597,-0.5456604,0.19075842,0.1582525,0.023176832
1235286,0.88728327,0.08281247,-0.85055286,0.24935187,0.15520951,0.038395856
1235287,0.8995344,0.14644349,0.21701196,0.46404588,0.3907754,0.05571839
1235288,0.8944831,0.10083982,-0.6528939,0.25713742,0.21178922,0.03035971
1235290,0.8899232,0.08775229,0.8103069,0.15661414,0.12966919,0.027627647
1235291,0.90079194,0.11178875,0.4389646,0.37265354,0.31925616,0.03879068
1235292,0.9050779,0.094912924,0.19841747,0.44393378,0.35698435,0.037567817
1235293,0.90617937,0.25083625,-1.0491636,0.7152881,0.6028216,0.10458428
1235294,0.96781176,0.29401317,-3.0016646,1.582878,1.4891124,0.07964957
1235295,0.896213,0.12527332,-0.9488099,0.37612915,0.31523272,0.05417589
1235296,0.90910864,0.1210101,0.22481781,0.49267244,0.40087786,0.042603478
1235297,0.8934573,0.10017667,-0.77292776,0.28820786,0.24615619,0.04258036
1235298,0.8994948,0.082493916,0.6272472,0.2686965,0.23236945,0.023639824
1235299,0.9109817,0.44829458,-0.35393873,1.0879673,0.8878327,0.14881113
1235300,0.9004596,0.08652098,-0.045299307,0.35208264,0.26939365,0.036200177
1235301,0.90153563,0.08351921,0.6831744,0.38022354,0.28571224,0.03132211
1235302,0.9070558,0.30569184,0.2254815,0.87366277,0.660233,0.10104725
1235303,0.8892389,0.07471543,0.102985054,0.19961789,0.1487993,0.033136494
1235305,0.91184384,0.13559547,0.106399424,0.59340864,0.5127339,0.060148742
1235306,0.8980145,0.09826401,-0.66642773,0.29545307,0.24450128,0.037428603
1235307,0.9145832,0.12204294,-0.0029987588,0.5995743,0.53051496,0.058856197
1235308,0.8928878,0.07155061,-0.56421137,0.17955904,0.14849679,0.02258486
1235309,0.9229581,0.25225872,-0.46909377,1.0135224,0.8798324,0.08552716
1235310,0.90495783,0.13631931,0.51661164,0.49362442,0.36789468,0.058459803
1235311,0.8861111,0.0709141,0.23809612,0.14616068,0.12839997,0.032143306
1235313,0.892737,0.08187338,-0.8096946,0.13136704,0.1081988,0.023403192
1235314,0.92684126,0.13462518,-0.72839713,0.7612081,0.65381396,0.05190774
1235315,0.92102784,0.14543805,-1.6262919,0.6572725,0.55662286,0.054687068
1235317,0.90137416,0.15857677,-0.52084935,0.50244343,0.41184902,0.064118735
1235318,0.89177096,0.07287099,-0.14397074,0.1886964,0.149836,0.026754545
1235319,0.8929819,0.106762275,-0.005981312,0.2904554,0.22965579,0.042716518
1235322,0.92252815,0.11052319,-0.5963238,0.650521,0.5326326,0.037045933
1235323,0.9123309,0.25811738,0.4710285,0.9113815,0.7757955,0.112729326
1235324,0.9207125,0.28252,0.3982444,1.0333301,0.89047813,0.09836944
1235325,0.9190412,0.12870722,0.09812253,0.7359117,0.5713539,0.0478252
1235326,0.8969586,0.08166481,-0.1454095,0.26539728,0.21671298,0.037231684
1235327,0.912645,0.15332988,0.92323303,0.6354973,0.5403376,0.06493272
1235328,0.92969424,0.1373183,-1.8121208,0.59028995,0.4456222,0.048286855
1235329,0.91087186,0.101970404,-1.7214956,0.34068277,0.29953086,0.03772354
1235330,0.89156586,0.072068155,-0.409466,0.2172431,0.18344562,0.030466069
1235331,0.89886177,0.087641016,-0.65650296,0.33900306,0.27100298,0.040210985
1235332,0.9068319,0.11789441,-0.19535017,0.53142357,0.40858302,0.04400914
1235333,0.93808967,0.14420779,-1.4791257,0.930495,0.808956,0.056503434
1235334,0.90227216,0.15070963,-0.47546145,0.5484751,0.43327194,0.06752134
1235335,0.8952976,0.082163446,-0.27806556,0.2781065,0.23881543,0.03257679
1235336,0.89831656,0.11763699,-0.5406902,0.3297471,0.28089055,0.039279174
1235337,0.8942523,0.10042716,0.5223364,0.25094628,0.2030954,0.03514751
1235338,0.898789,0.116907835,0.58499753,0.3922848,0.32655087,0.045358796
1235339,0.90168697,0.09290915,-0.10904314,0.37688777,0.30920336,0.03404599
1235340,0.8927779,0.07315584,0.7044223,0.1544392,0.12626128,0.022440858
1235342,0.91412485,0.16150653,-0.16975404,0.71424526,0.58431125,0.06795983
1235343,0.90621775,0.090233065,-0.4356201,0.4260322,0.36170378,0.033122905
1235344,0.88998824,0.100342885,-0.3970186,0.28426677,0.22396573,0.049988247
1235345,0.8989371,0.09339996,0.8548729,0.2524748,0.18838696,0.03293324
1235346,0.903085,0.113796085,-1.1034188,0.39741334,0.3043118,0.041185316
1235347,0.8961284,0.08581602,-0.33077323,0.23591624,0.18539217,0.029318724
1235349,0.94010264,0.1342562,-1.6955938,0.7981498,0.66143143,0.04437667
1235350,0.894503,0.081445165,-0.6612196,0.17659336,0.13382706,0.025515253
1235351,0.90477806,0.14064026,0.38133082,0.53171295,0.45241275,0.051828925
1235352,0.91125774,0.11284929,0.048311263,0.5233562,0.4614516,0.041760005
1235353,0.89885414,0.10788269,-0.93131083,0.29339612,0.21916915,0.042582
1235354,0.9028981,0.15130879,0.2125104,0.52036214,0.39303455,0.053821225
1235355,0.90033364,0.099093005,-0.16364992,0.34689376,0.2850502,0.03881032
1235356,0.8892407,0.07649548,0.18460344,0.14021827,0.109128155,0.021977602
1235358,0.8883648,0.06828119,-0.38609105,0.20098098,0.155851,0.030353889
1235361,0.8950356,0.090250656,0.9723696,0.20694345,0.17898865,0.029126683
1235362,0.9169908,0.29405573,-0.1147694,1.0248266,0.82592314,0.101362035
1235363,0.897384,0.09767992,0.6475653,0.32685587,0.25840575,0.035228778
1235364,0.9093998,0.12686275,-1.0821332,0.4563257,0.365311,0.046467204
1235365,0.89939255,0.0766735,-0.0819055,0.31295493,0.26607835,0.03156031
1235366,0.89918226,0.12286862,-0.38644662,0.3894232,0.3146737,0.047820292
1235367,0.93249744,0.19761816,1.6057129,0.9218486,0.79174715,0.0737972
1235368,0.9029586,0.09859318,-1.5694513,0.23824848,0.19107349,0.032208707
1235369,0.8920058,0.087452784,-0.54352915,0.23662497,0.19053376,0.037156664
1235370,0.901904,0.23295833,-1.0045072,0.62718076,0.5456424,0.08978106
1235371,0.8963997,0.088985756,-0.16309844,0.32330066,0.25207114,0.038580436
1235372,0.8979879,0.071161024,0.17830981,0.31319726,0.22678857,0.030188454
1235373,0.90574694,0.12308713,-0.754098,0.41780797,0.34586492,0.04117888
1235374,0.89553624,0.10840521,0.3504641,0.32639635,0.27285278,0.040346928
1235375,0.8950511,0.100339584,-0.5446737,0.24337429,0.1932942,0.03527016
1235376,0.90354204,0.09395088,-0.85115725,0.3791416,0.31882432,0.038726933
1235377,0.90037364,0.13085368,-0.8650088,0.40683687,0.330508,0.05553014
1235379,0.89830077,0.090747684,0.35173887,0.28489995,0.23277654,0.035333727
1235381,0.8965484,0.09329589,-0.141487,0.26067257,0.1916615,0.03313378
1235382,0.93160415,0.22097152,-1.3885077,0.91282004,0.8101699,0.07942495
1235383,0.92537606,0.25478798,0.2465779,1.0611159,0.9539593,0.093393125
1235384,0.89203185,0.08318051,-0.23401506,0.19416429,0.16076177,0.024466066
1235385,0.89692664,0.09179852,0.5396745,0.2816002,0.23356536,0.037344065
1235386,0.8958438,0.095697135,0.58296114,0.28852665,0.23986553,0.039053313
1235387,0.8927866,0.09185656,0.2842294,0.23103628,0.19123156,0.029163837
1235389,0.8888914,0.06469744,-0.0026654496,0.18191542,0.14825073,0.027509812
1235391,0.897452,0.0793399,-0.07977231,0.3119421,0.25119624,0.035566024
1235392,0.8957765,0.12149928,-0.07610416,0.4052597,0.33486995,0.05851578
1235393,0.9035958,0.18355219,-0.5826022,0.51886255,0.4521106,0.06082181
1235394,0.89208573,0.068443656,-0.84089667,0.14436235,0.11140043,0.025393588
1235395,0.9227549,0.18778306,0.6853159,0.8839146,0.76881397,0.07263523
