IDcode,Age,Sex,Trial,Response,Stimulus,Confidence
4676931,29,1,17,0,-40,4
4676931,29,1,18,0,24,2
4676931,29,1,19,1,64,3
4676931,29,1,20,0,0,3
4676931,29,1,21,0,-16,3
4676931,29,1,22,0,-24,2
4676931,29,1,23,0,16,1
4676931,29,1,24,0,16,2
4676931,29,1,25,0,24,2
4676931,29,1,26,0,8,2
4676931,29,1,27,0,-40,4
4676931,29,1,28,0,-72,5
4676931,29,1,29,1,64,3
4676931,29,1,30,0,40,3
4676931,29,1,31,0,-48,4
4676931,29,1,32,1,32,4
4676931,29,1,33,0,8,1
4676931,29,1,34,0,-64,4
4676931,29,1,35,1,72,4
4676931,29,1,36,1,40,3
4676931,29,1,37,0,-32,4
4676931,29,1,38,0,-32,4
4676931,29,1,39,0,-56,5
4676931,29,1,40,0,-64,4
4676931,29,1,41,1,72,5
4676931,29,1,42,1,16,2
4676931,29,1,43,0,-16,4
4676931,29,1,44,0,-40,4
4676931,29,1,45,0,-48,5
4676931,29,1,46,1,56,4
4676931,29,1,47,1,48,4
4676931,29,1,48,0,0,4
4676931,29,1,49,1,40,3
4676931,29,1,50,1,-16,3
4676931,29,1,51,0,32,3
4676931,29,1,52,1,72,3
4676931,29,1,53,0,-72,3
4676931,29,1,54,0,-8,4
4676931,29,1,55,1,48,4
4676931,29,1,56,1,56,4
4676931,29,1,57,0,-8,3
4676931,29,1,58,0,-56,4
4676931,29,1,59,1,40,3
4676931,29,1,60,0,-72,4
4676931,29,1,61,0,-24,4
4676931,29,1,62,0,-56,3
4676931,29,1,63,1,64,4
4676931,29,1,64,0,-40,4
4676931,29,1,65,1,72,4
4676931,29,1,66,1,24,2
4676931,29,1,67,0,-48,4
4676931,29,1,68,0,0,3
4676931,29,1,69,0,-32,4
4676931,29,1,70,1,56,3
4676931,29,1,71,0,-64,4
4676931,29,1,72,0,-24,3
4676931,29,1,73,0,-8,3
4676931,29,1,74,1,48,4
4676931,29,1,75,0,0,2
4676931,29,1,76,0,-24,3
4676931,29,1,77,0,-48,3
4676931,29,1,78,1,56,4
4676931,29,1,79,0,8,4
4676931,29,1,80,1,48,4
4676931,29,1,81,1,24,2
4676931,29,1,82,1,64,4
4676931,29,1,83,0,-64,5
4676931,29,1,84,1,64,4
4676931,29,1,85,1,40,2
4676931,29,1,86,1,32,4
4676931,29,1,87,0,32,1
4676931,29,1,88,1,16,3
4676931,29,1,89,0,-64,5
4676931,29,1,90,0,-64,5
4676931,29,1,91,1,72,5
4676931,29,1,92,0,-24,5
4676931,29,1,93,0,48,4
4676931,29,1,94,1,16,3
4676931,29,1,95,0,-72,4
4676931,29,1,96,0,24,4
4676931,29,1,97,0,-48,5
4676931,29,1,98,0,-48,4
4676931,29,1,99,1,48,3
4676931,29,1,100,0,-56,4
4676931,29,1,101,0,-24,3
4676931,29,1,102,0,-40,4
4676931,29,1,103,0,-40,4
4676931,29,1,104,1,48,4
4676931,29,1,105,0,-72,5
4676931,29,1,106,0,-56,4
4676931,29,1,107,0,16,4
4676931,29,1,108,0,-40,4
4676931,29,1,109,0,-32,4
4676931,29,1,110,0,0,4
4676931,29,1,111,0,24,4
4676931,29,1,112,1,56,4
4676931,29,1,113,0,-24,2
4676931,29,1,114,0,-16,4
4676931,29,1,115,0,-64,4
4676931,29,1,116,0,0,4
4676931,29,1,117,0,-8,3
4676931,29,1,118,1,40,4
4676931,29,1,119,1,72,5
4676931,29,1,120,1,8,3
4676931,29,1,121,1,40,4
4676931,29,1,122,0,-32,5
4676931,29,1,123,0,8,2
4676931,29,1,124,1,-8,1
4676931,29,1,125,1,72,6
4676931,29,1,126,1,64,5
4676931,29,1,127,1,56,4
4676931,29,1,128,0,-16,4
4676931,29,1,129,0,-16,3
4676931,29,1,130,1,40,4
4676931,29,1,131,0,-72,4
4676931,29,1,132,0,-8,2
4676931,29,1,133,0,8,2
4676931,29,1,134,0,-48,4
4676931,29,1,135,1,32,1
4676931,29,1,136,1,32,2
4676931,29,1,137,1,56,4
4676931,29,1,138,0,0,3
4676931,29,1,139,1,16,2
4676931,29,1,140,1,24,2
4676931,29,1,141,0,-16,3
4676931,29,1,142,1,72,4
4676931,29,1,143,1,0,4
4676931,29,1,144,0,-24,5
4676931,29,1,145,0,-56,5
4676931,29,1,146,1,64,3
4676931,29,1,147,0,-56,5
4676931,29,1,148,0,-40,5
4676931,29,1,149,1,-32,3
4676931,29,1,150,0,-72,6
4676931,29,1,151,0,-8,4
4676931,29,1,152,0,-32,4
4676935,21,1,1,1,40,2
4676935,21,1,2,1,-56,4
4676935,21,1,3,1,8,4
4676935,21,1,4,0,32,3
4676935,21,1,5,0,-16,4
4676935,21,1,6,0,-48,5
4676935,21,1,7,0,-8,6
4676935,21,1,8,0,-48,6
4676935,21,1,9,0,-64,6
4676935,21,1,10,0,-48,6
4676935,21,1,11,0,-56,6
4676935,21,1,12,1,16,4
4676935,21,1,13,0,0,4
4676935,21,1,14,1,48,5
4676935,21,1,15,0,-40,3
4676935,21,1,16,0,24,3
4676935,21,1,17,0,-72,5
4676935,21,1,18,1,24,4
4676935,21,1,19,0,24,3
4676935,21,1,20,0,0,4
4676935,21,1,21,0,-40,4
4676935,21,1,22,1,72,4
4676935,21,1,23,0,32,3
4676935,21,1,24,0,-32,3
4676935,21,1,25,1,40,4
4676935,21,1,26,0,-72,6
4676935,21,1,27,0,16,3
4676935,21,1,28,1,72,5
4676935,21,1,29,1,32,4
4676935,21,1,30,1,64,5
4676935,21,1,31,1,16,4
4676935,21,1,32,1,56,4
4676935,21,1,33,1,64,5
4676935,21,1,34,0,-32,5
4676935,21,1,35,1,-24,4
4676935,21,1,36,0,-24,4
4676935,21,1,37,1,24,5
4676935,21,1,38,1,40,4
4676935,21,1,39,1,56,2
4676935,21,1,40,0,-32,5
4676935,21,1,41,0,0,5
4676935,21,1,42,0,-32,6
4676935,21,1,43,0,-64,5
4676935,21,1,44,0,-16,6
4676935,21,1,45,0,-40,5
4676935,21,1,46,1,-16,4
4676935,21,1,47,1,56,4
4676935,21,1,48,0,-72,3
4676935,21,1,49,0,8,3
4676935,21,1,50,0,-16,4
4676935,21,1,51,0,-64,5
4676935,21,1,52,0,-8,5
4676935,21,1,53,0,-56,5
4676935,21,1,54,0,-8,5
4676935,21,1,55,0,-24,4
4676935,21,1,56,1,0,3
4676935,21,1,57,0,8,2
4676935,21,1,58,0,-48,3
4676935,21,1,59,1,48,2
4676935,21,1,60,0,16,2
4676935,21,1,61,1,32,3
4676935,21,1,62,1,72,5
4676935,21,1,63,1,64,5
4676935,21,1,64,0,-64,5
4676935,21,1,65,1,72,5
4676935,21,1,66,0,8,4
4676935,21,1,67,0,56,2
4676935,21,1,68,1,64,2
4676935,21,1,69,1,-8,2
4676935,21,1,70,0,-72,4
4676935,21,1,71,0,-40,5
4676935,21,1,72,0,-24,5
4676935,21,1,73,1,40,5
4676935,21,1,74,1,48,5
4676935,21,1,75,0,-56,4
4676935,21,1,76,1,48,5
4676935,21,1,77,0,-32,5
4676935,21,1,78,0,32,4
4676935,21,1,79,1,64,5
4676935,21,1,80,1,48,5
4676935,21,1,81,0,-56,4
4676935,21,1,82,0,24,4
4676935,21,1,83,1,-16,4
4676935,21,1,84,0,-72,5
4676935,21,1,85,0,-56,5
4676935,21,1,86,1,0,5
4676935,21,1,87,0,-48,5
4676935,21,1,88,0,-40,4
4676935,21,1,89,0,-72,5
4676935,21,1,90,0,0,5
4676935,21,1,91,0,-48,5
4676935,21,1,92,1,64,5
4676935,21,1,93,0,-32,3
4676935,21,1,94,0,-8,3
4676935,21,1,95,1,0,3
4676935,21,1,96,1,-40,2
4676935,21,1,97,0,-64,5
4676935,21,1,98,1,16,4
4676935,21,1,99,1,56,4
4676935,21,1,100,1,-8,4
4676935,21,1,101,1,48,4
4676935,21,1,102,0,8,3
4676935,21,1,103,1,-24,2
4676935,21,1,104,1,24,3
4676935,21,1,105,1,16,2
4676935,21,1,106,0,-64,4
4676935,21,1,107,0,-40,5
4676935,21,1,108,0,8,4
4676935,21,1,109,0,-24,5
4676935,21,1,110,1,0,4
4676935,21,1,111,1,32,3
4676935,21,1,112,0,-24,3
4676935,21,1,113,1,72,3
4676935,21,1,114,0,-72,5
4676935,21,1,115,1,64,5
4676935,21,1,116,1,72,6
4676935,21,1,117,1,32,5
4676935,21,1,118,0,-56,5
4676935,21,1,119,1,64,5
4676935,21,1,120,1,16,5
4676935,21,1,121,0,-64,5
4676935,21,1,122,0,-56,3
4676935,21,1,123,1,72,5
4676935,21,1,124,1,56,5
4676935,21,1,125,0,-24,5
4676935,21,1,126,1,-64,5
4676935,21,1,127,1,-16,6
4676935,21,1,128,1,48,3
4676935,21,1,129,0,24,4
4676935,21,1,130,1,24,4
4676935,21,1,131,0,40,4
4676935,21,1,132,0,-32,5
4676935,21,1,133,0,8,4
4676935,21,1,134,1,16,4
4676935,21,1,135,0,-72,5
4676935,21,1,136,0,-40,5
4676935,21,1,137,1,56,5
4676935,21,1,138,0,40,3
4676935,21,1,139,0,-16,3
4676935,21,1,140,0,48,4
4676935,21,1,141,0,40,4
4676935,21,1,142,1,40,5
4676935,21,1,143,0,32,4
4676935,21,1,144,0,8,2
4676935,21,1,145,1,72,4
4676935,21,1,146,0,-32,5
4676935,21,1,147,0,-48,6
4676935,21,1,148,0,-16,5
4676935,21,1,149,0,-8,5
4676935,21,1,150,0,-8,5
4676935,21,1,151,0,-48,4
4676935,21,1,152,1,56,4
4693217,33,0,1,1,24,3
4693217,33,0,2,1,24,5
4693217,33,0,3,0,-48,6
4693217,33,0,4,1,16,6
4693217,33,0,5,0,-56,4
4693217,33,0,6,0,0,6
4693217,33,0,7,1,8,5
4693217,33,0,8,0,-56,3
4693217,33,0,9,1,72,6
4693217,33,0,10,0,0,5
4693217,33,0,11,0,-24,4
4693217,33,0,12,0,40,3
4693217,33,0,13,0,40,6
4693217,33,0,14,1,48,4
4693217,33,0,15,0,32,4
4693217,33,0,16,0,-32,6
4693217,33,0,17,1,72,6
4693217,33,0,18,1,48,6
4693217,33,0,19,0,32,4
4693217,33,0,20,1,56,6
4693217,33,0,21,0,64,5
4693217,33,0,22,0,-72,6
4693217,33,0,23,1,-8,5
4693217,33,0,24,1,24,5
4693217,33,0,25,0,56,3
4693217,33,0,26,0,-16,2
4693217,33,0,27,0,-40,6
4693217,33,0,28,1,72,6
4693217,33,0,29,1,40,6
4693217,33,0,30,0,-64,6
4693217,33,0,31,0,-24,6
4693217,33,0,32,0,-72,6
4693217,33,0,33,1,32,6
4693217,33,0,34,1,72,6
4693217,33,0,35,0,16,4
4693217,33,0,36,1,0,6
4693217,33,0,37,1,8,4
4693217,33,0,38,1,56,6
4693217,33,0,39,0,-16,6
4693217,33,0,40,1,48,6
4693217,33,0,41,0,-64,6
4693217,33,0,42,1,64,6
4693217,33,0,43,1,56,6
4693217,33,0,44,0,8,6
4693217,33,0,45,1,16,6
4693217,33,0,46,1,40,4
4693217,33,0,47,0,-8,6
4693217,33,0,48,1,0,2
4693217,33,0,49,1,64,6
4693217,33,0,50,0,-16,6
4693217,33,0,51,0,-48,6
4693217,33,0,52,1,64,6
4693217,33,0,53,0,-24,3
4693217,33,0,54,1,24,5
4693217,33,0,55,1,32,6
4693217,33,0,56,0,-72,6
4693217,33,0,57,1,48,6
4693217,33,0,58,0,-8,4
4693217,33,0,59,0,16,3
4693217,33,0,60,0,-40,5
4693217,33,0,61,0,-40,4
4693217,33,0,62,0,-16,5
4693217,33,0,63,0,-32,6
4693217,33,0,64,0,-24,5
4693217,33,0,65,0,-32,5
4693217,33,0,66,0,-32,6
4693217,33,0,67,0,-72,6
4693217,33,0,68,0,-64,6
4693217,33,0,69,0,8,4
4693217,33,0,70,0,-48,5
4693217,33,0,71,0,-64,6
4693217,33,0,72,0,-48,6
4693217,33,0,73,0,-56,6
4693217,33,0,74,0,-8,5
4693217,33,0,75,0,-40,5
4693217,33,0,76,0,-56,5
4693217,33,0,77,0,-24,3
4693217,33,0,78,0,-72,5
4693217,33,0,79,1,64,6
4693217,33,0,80,1,72,6
4693217,33,0,81,1,-8,2
4693217,33,0,82,1,-16,4
4693217,33,0,83,0,-48,6
4693217,33,0,84,0,-48,5
4693217,33,0,85,0,0,6
4693217,33,0,86,1,-24,3
4693217,33,0,87,1,8,4
4693217,33,0,88,0,-56,6
4693217,33,0,89,1,40,5
4693217,33,0,90,0,-48,2
4693217,33,0,91,1,56,5
4693217,33,0,92,1,56,6
4693217,33,0,93,1,40,6
4693217,33,0,94,0,-56,6
4693217,33,0,95,1,64,6
4693217,33,0,96,1,0,4
4693217,33,0,97,1,32,6
4693217,33,0,98,1,24,5
4693217,33,0,99,1,56,6
4693217,33,0,100,1,72,6
4693217,33,0,101,1,40,6
4693217,33,0,102,1,48,6
4693217,33,0,103,0,-72,6
4693217,33,0,104,0,24,6
4693217,33,0,105,0,-32,6
4693217,33,0,106,0,-40,6
4693217,33,0,107,1,48,5
4693217,33,0,108,1,-24,1
4693217,33,0,109,0,0,5
4693217,33,0,110,0,-24,5
4693217,33,0,111,0,-16,4
4693217,33,0,112,0,-8,4
4693217,33,0,113,1,40,6
4693217,33,0,114,1,8,6
4693217,33,0,115,0,8,3
4693217,33,0,116,0,-48,6
4693217,33,0,117,1,16,5
4693217,33,0,118,0,-64,5
4693217,33,0,119,1,72,6
4693217,33,0,120,1,32,6
4693217,33,0,121,0,-40,6
4693217,33,0,122,0,-56,6
4693217,33,0,123,0,8,3
4693217,33,0,124,0,-16,5
4693217,33,0,125,0,-64,6
4693217,33,0,126,0,72,1
4693217,33,0,127,0,-56,5
4693217,33,0,128,1,16,6
4693217,33,0,129,1,32,4
4693217,33,0,130,0,-8,3
4693217,33,0,131,0,-32,3
4693217,33,0,132,0,-72,6
4693217,33,0,133,1,32,6
4693217,33,0,134,0,-16,4
4693217,33,0,135,0,-8,5
4693217,33,0,136,1,56,6
4693217,33,0,137,0,-64,6
4693217,33,0,138,1,16,6
4693217,33,0,139,1,64,6
4693217,33,0,140,1,24,6
4693217,33,0,141,0,24,3
4693217,33,0,142,0,-40,6
4693217,33,0,143,1,16,5
4693217,33,0,144,1,64,6
4693217,33,0,145,0,-72,6
4693217,33,0,146,0,-40,6
4693217,33,0,147,1,48,6
4693217,33,0,148,0,-32,6
4693217,33,0,149,0,-32,6
4693217,33,0,150,1,0,3
4693217,33,0,151,1,48,6
4693217,33,0,152,0,-64,6
4693268,22,0,1,1,48,4
4693268,22,0,2,0,16,3
4693268,22,0,3,1,72,4
4693268,22,0,4,0,-24,3
4693268,22,0,5,0,-16,3
4693268,22,0,6,0,-32,3
4693268,22,0,7,0,-16,3
4693268,22,0,8,1,56,3
4693268,22,0,9,0,8,3
4693268,22,0,10,1,72,3
4693268,22,0,11,1,64,3
4693268,22,0,12,0,0,3
4693268,22,0,13,0,-24,3
4693268,22,0,14,0,-72,3
4693268,22,0,15,1,48,3
4693268,22,0,16,0,-16,3
4693268,22,0,17,0,-64,3
4693268,22,0,18,0,-56,3
4693268,22,0,19,0,-16,3
4693268,22,0,20,0,32,3
4693268,22,0,21,0,-32,3
4693268,22,0,22,0,-40,3
4693268,22,0,23,0,-64,3
4693268,22,0,24,0,40,3
4693268,22,0,25,0,-72,3
4693268,22,0,26,1,-40,3
4693268,22,0,27,0,-56,3
4693268,22,0,28,0,-72,4
4693268,22,0,29,0,-24,2
4693268,22,0,30,0,-72,3
4693268,22,0,31,1,64,4
4693268,22,0,32,1,64,4
4693268,22,0,33,0,-32,3
4693268,22,0,34,1,48,4
4693268,22,0,35,0,-64,4
4693268,22,0,36,0,-64,4
4693268,22,0,37,1,72,4
4693268,22,0,38,0,-8,3
4693268,22,0,39,1,-56,1
4693268,22,0,40,1,32,4
4693268,22,0,41,1,40,4
4693268,22,0,42,0,-48,3
4693268,22,0,43,0,-48,4
4693268,22,0,44,1,24,3
4693268,22,0,45,0,8,3
4693268,22,0,46,0,-8,3
4693268,22,0,47,1,-8,3
4693268,22,0,48,1,32,3
4693268,22,0,49,1,64,3
4693268,22,0,50,1,56,3
4693268,22,0,51,1,0,2
4693268,22,0,52,1,0,3
4693268,22,0,53,1,40,2
4693268,22,0,54,1,72,5
4693268,22,0,55,1,16,3
4693268,22,0,56,0,-56,4
4693268,22,0,57,0,-8,3
4693268,22,0,58,0,-48,3
4693268,22,0,59,0,-40,4
4693268,22,0,60,0,-48,4
4693268,22,0,61,1,48,5
4693268,22,0,62,1,56,4
4693268,22,0,63,1,40,4
4693268,22,0,64,1,16,2
4693268,22,0,65,0,32,2
4693268,22,0,66,0,8,3
4693268,22,0,67,0,24,2
4693268,22,0,68,1,-32,2
4693268,22,0,69,1,24,2
4693268,22,0,70,1,-40,2
4693268,22,0,71,0,-24,2
4693268,22,0,72,0,0,1
4693268,22,0,73,1,16,1
4693268,22,0,74,1,24,1
4693268,22,0,75,1,8,1
4693268,22,0,76,1,56,1
4693268,22,0,77,0,24,1
4693268,22,0,78,0,-56,4
4693268,22,0,79,0,24,3
4693268,22,0,80,0,-16,3
4693268,22,0,81,1,32,4
4693268,22,0,82,1,40,2
4693268,22,0,83,0,16,2
4693268,22,0,84,1,72,3
4693268,22,0,85,1,48,3
4693268,22,0,86,1,72,3
4693268,22,0,87,0,-72,3
4693268,22,0,88,1,-8,3
4693268,22,0,89,1,32,3
4693268,22,0,90,1,-40,3
4693268,22,0,91,1,-56,3
4693268,22,0,92,1,-48,3
4693268,22,0,93,1,32,3
4693268,22,0,94,0,-16,2
4693268,22,0,95,1,-8,3
4693268,22,0,96,0,-40,4
4693268,22,0,97,1,24,4
4693268,22,0,98,1,32,3
4693268,22,0,99,1,0,3
4693268,22,0,100,0,0,3
4693268,22,0,101,1,56,3
4693268,22,0,102,1,0,3
4693268,22,0,103,0,-56,5
4693268,22,0,104,0,-24,4
4693268,22,0,105,1,64,4
4693268,22,0,106,1,64,3
4693268,22,0,107,0,-24,4
4693268,22,0,108,1,16,4
4693268,22,0,109,1,-32,4
4693268,22,0,110,0,-64,2
4693268,22,0,111,1,8,3
4693268,22,0,112,0,-72,5
4693268,22,0,113,0,8,3
4693268,22,0,114,1,48,3
4693268,22,0,115,0,-64,5
4693268,22,0,116,0,-32,4
4693268,22,0,117,1,-16,4
4693268,22,0,118,0,16,4
4693268,22,0,119,1,8,5
4693268,22,0,120,0,-48,5
4693268,22,0,121,0,-16,5
4693268,22,0,122,0,-48,5
4693268,22,0,123,0,-56,5
4693268,22,0,124,1,72,5
4693268,22,0,125,0,-8,5
4693268,22,0,126,1,-40,2
4693268,22,0,127,0,48,5
4693268,22,0,128,0,-64,6
4693268,22,0,129,1,56,3
4693268,22,0,130,1,48,4
4693268,22,0,131,1,64,5
4693268,22,0,132,1,24,5
4693268,22,0,133,1,40,5
4693268,22,0,134,0,-24,3
4693268,22,0,135,0,-72,3
4693268,22,0,136,1,56,5
4693268,22,0,137,0,-64,5
4693268,22,0,138,1,72,3
4693268,22,0,139,0,-32,5
4693268,22,0,140,0,-72,6
4693268,22,0,141,0,8,2
4693268,22,0,142,1,-40,2
4693268,22,0,143,0,-48,4
4693268,22,0,144,0,0,3
4693268,22,0,145,0,-8,3
4693268,22,0,146,1,56,4
4693268,22,0,147,0,-24,3
4693268,22,0,148,1,16,2
4693268,22,0,149,1,40,4
4693268,22,0,150,1,40,4
4693268,22,0,151,1,64,4
4693268,22,0,152,0,-32,4
4693287,23,0,1,0,-40,6
4693287,23,0,2,1,72,6
4693287,23,0,3,0,24,3
4693287,23,0,4,1,32,6
4693287,23,0,5,0,-32,6
4693287,23,0,6,0,-32,6
4693287,23,0,7,1,16,6
4693287,23,0,8,1,8,2
4693287,23,0,9,1,0,6
4693287,23,0,10,0,0,5
4693287,23,0,11,0,-16,5
4693287,23,0,12,1,56,5
4693287,23,0,13,1,64,6
4693287,23,0,14,0,-56,5
4693287,23,0,15,1,56,5
4693287,23,0,16,0,-24,5
4693287,23,0,17,0,-24,5
4693287,23,0,18,1,64,5
4693287,23,0,19,1,32,5
4693287,23,0,20,1,48,5
4693287,23,0,21,0,-48,5
4693287,23,0,22,1,72,5
4693287,23,0,23,1,24,5
4693287,23,0,24,0,-72,6
4693287,23,0,25,1,56,6
4693287,23,0,26,1,72,6
4693287,23,0,27,1,8,2
4693287,23,0,28,0,0,1
4693287,23,0,29,0,-56,2
4693287,23,0,30,0,-24,2
4693287,23,0,31,1,40,5
4693287,23,0,32,1,48,5
4693287,23,0,33,0,-72,6
4693287,23,0,34,0,-24,5
4693287,23,0,35,1,40,1
4693287,23,0,36,0,-40,2
4693287,23,0,37,1,48,6
4693287,23,0,38,0,-64,6
4693287,23,0,39,0,-40,6
4693287,23,0,40,0,-72,6
4693287,23,0,41,0,-64,6
4693287,23,0,42,1,24,6
4693287,23,0,43,1,32,2
4693287,23,0,44,0,-8,5
4693287,23,0,45,0,16,5
4693287,23,0,46,1,-16,5
4693287,23,0,47,1,40,5
4693287,23,0,48,0,-16,5
4693287,23,0,49,0,-64,5
4693287,23,0,50,0,-48,6
4693287,23,0,51,0,-56,5
4693287,23,0,52,0,-8,5
4693287,23,0,53,0,-8,1
4693287,23,0,54,1,40,5
4693287,23,0,55,0,8,2
4693287,23,0,56,0,-32,2
4693287,23,0,57,0,-56,2
4693287,23,0,58,0,-48,2
4693287,23,0,59,0,-64,5
4693287,23,0,60,0,64,2
4693287,23,0,61,0,-48,2
4693287,23,0,62,1,16,5
4693287,23,0,63,0,56,2
4693287,23,0,64,0,-8,2
4693287,23,0,65,0,-32,2
4693287,23,0,66,0,72,1
4693287,23,0,67,0,-72,6
4693287,23,0,68,1,32,6
4693287,23,0,69,1,16,1
4693287,23,0,70,0,48,1
4693287,23,0,71,1,8,5
4693287,23,0,72,1,64,5
4693287,23,0,73,0,-40,5
4693287,23,0,74,0,-16,5
4693287,23,0,75,1,24,5
4693287,23,0,76,0,0,5
4693287,23,0,77,0,24,2
4693287,23,0,78,1,16,2
4693287,23,0,79,1,72,6
4693287,23,0,80,0,-32,5
4693287,23,0,81,0,-8,2
4693287,23,0,82,0,8,2
4693287,23,0,83,0,-40,6
4693287,23,0,84,0,-48,5
4693287,23,0,85,1,56,5
4693287,23,0,86,0,32,5
4693287,23,0,87,1,48,5
4693287,23,0,88,1,64,5
4693287,23,0,89,0,-56,5
4693287,23,0,90,0,-32,5
4693287,23,0,91,0,48,1
4693287,23,0,92,0,-72,2
4693287,23,0,93,0,0,2
4693287,23,0,94,0,-8,2
4693287,23,0,95,0,-64,2
4693287,23,0,96,0,-16,2
4693287,23,0,97,0,-8,2
4693287,23,0,98,1,16,3
4693287,23,0,99,1,64,6
4693287,23,0,100,1,32,6
4693287,23,0,101,1,64,5
4693287,23,0,102,0,40,6
4693287,23,0,103,0,16,5
4693287,23,0,104,0,-48,5
4693287,23,0,105,0,-32,6
4693287,23,0,106,0,-16,6
4693287,23,0,107,1,56,5
4693287,23,0,108,0,8,5
4693287,23,0,109,0,-72,6
4693287,23,0,110,1,72,6
4693287,23,0,111,0,-24,5
4693287,23,0,112,0,-32,5
4693287,23,0,113,0,-40,5
4693287,23,0,114,0,-56,5
4693287,23,0,115,1,24,5
4693287,23,0,116,0,-40,5
4693287,23,0,117,0,-56,5
4693287,23,0,118,0,8,5
4693287,23,0,119,0,-72,5
4693287,23,0,120,1,64,5
4693287,23,0,121,0,-48,5
4693287,23,0,122,1,48,5
4693287,23,0,123,1,40,5
4693287,23,0,124,1,48,5
4693287,23,0,125,1,56,5
4693287,23,0,126,1,56,5
4693287,23,0,127,0,-56,5
4693287,23,0,128,1,32,2
4693287,23,0,129,1,40,2
4693287,23,0,130,0,-64,3
4693287,23,0,131,1,24,5
4693287,23,0,132,0,-72,5
4693287,23,0,133,1,40,2
4693287,23,0,134,0,-24,2
4693287,23,0,135,1,24,2
4693287,23,0,136,0,-16,1
4693287,23,0,137,0,-40,4
4693287,23,0,138,0,8,2
4693287,23,0,139,0,-16,1
4693287,23,0,140,0,-48,2
4693287,23,0,141,0,-64,2
4693287,23,0,142,0,32,1
4693287,23,0,143,0,16,1
4693287,23,0,144,0,-24,1
4693287,23,0,145,0,0,1
4693287,23,0,146,1,72,6
4693287,23,0,147,0,-64,5
4693287,23,0,148,0,0,1
4693287,23,0,149,0,-8,1
4693287,23,0,150,0,-24,1
4693287,23,0,151,0,0,1
4693287,23,0,152,0,72,1
4693306,28,0,1,1,-24,6
4693306,28,0,2,1,8,4
4693306,28,0,3,1,56,6
4693306,28,0,4,0,-64,3
4693306,28,0,5,1,16,5
4693306,28,0,6,1,72,5
4693306,28,0,7,1,40,5
4693306,28,0,8,1,64,4
4693306,28,0,9,0,-48,5
4693306,28,0,10,1,0,4
4693306,28,0,11,1,24,2
4693306,28,0,12,0,-16,2
4693306,28,0,13,1,24,1
4693306,28,0,14,1,8,2
4693306,28,0,15,1,32,2
4693306,28,0,16,0,8,1
4693306,28,0,17,1,48,2
4693306,28,0,18,1,-8,4
4693306,28,0,19,0,-40,3
4693306,28,0,20,1,-8,2
4693306,28,0,21,0,-40,5
4693306,28,0,22,0,-64,5
4693306,28,0,23,1,40,4
4693306,28,0,24,0,-48,5
4693306,28,0,25,0,-40,6
4693306,28,0,26,1,-8,4
4693306,28,0,27,0,-16,3
4693306,28,0,28,0,-56,5
4693306,28,0,29,0,-48,4
4693306,28,0,30,0,-72,5
4693306,28,0,31,0,8,3
4693306,28,0,32,0,-64,1
4693306,28,0,33,1,64,4
4693306,28,0,34,1,-56,4
4693306,28,0,35,0,-16,2
4693306,28,0,36,1,16,3
4693306,28,0,37,1,32,5
4693306,28,0,38,1,48,2
4693306,28,0,39,1,-8,3
4693306,28,0,40,1,-24,1
4693306,28,0,41,0,-56,1
4693306,28,0,42,0,40,1
4693306,28,0,43,1,-56,1
4693306,28,0,44,0,0,1
4693306,28,0,45,1,-40,1
4693306,28,0,46,1,-32,2
4693306,28,0,47,1,64,2
4693306,28,0,48,1,-32,2
4693306,28,0,49,0,-32,1
4693306,28,0,50,1,0,1
4693306,28,0,51,1,32,2
4693306,28,0,52,0,-72,5
4693306,28,0,53,1,64,5
4693306,28,0,54,1,48,5
4693306,28,0,55,1,56,5
4693306,28,0,56,1,24,5
4693306,28,0,57,1,72,5
4693306,28,0,58,1,16,5
4693306,28,0,59,1,24,2
4693306,28,0,60,1,-24,4
4693306,28,0,61,1,72,2
4693306,28,0,62,0,-32,2
4693306,28,0,63,1,48,2
4693306,28,0,64,1,0,1
4693306,28,0,65,1,72,2
4693306,28,0,66,0,-48,2
4693306,28,0,67,1,32,2
4693306,28,0,68,1,-24,1
4693306,28,0,69,0,-72,1
4693306,28,0,70,1,-16,1
4693306,28,0,71,0,-64,5
4693306,28,0,72,1,56,4
4693306,28,0,73,0,-72,4
4693306,28,0,74,1,56,5
4693306,28,0,75,0,16,1
4693306,28,0,76,1,40,2
4693306,28,0,77,1,-8,1
4693306,28,0,78,0,-24,2
4693306,28,0,79,0,-8,2
4693306,28,0,80,1,8,4
4693306,28,0,81,0,-72,2
4693306,28,0,82,0,-16,1
4693306,28,0,83,1,0,2
4693306,28,0,84,1,24,2
4693306,28,0,85,1,-16,1
4693306,28,0,86,1,72,4
4693306,28,0,87,1,64,2
4693306,28,0,88,0,-40,3
4693306,28,0,89,1,-72,1
4693306,28,0,90,0,40,2
4693306,28,0,91,0,24,2
4693306,28,0,92,1,24,1
4693306,28,0,93,1,56,3
4693306,28,0,94,0,-72,5
4693306,28,0,95,0,-32,5
4693306,28,0,96,1,-24,4
4693306,28,0,97,1,40,5
4693306,28,0,98,1,16,4
4693306,28,0,99,1,40,5
4693306,28,0,100,0,-48,3
4693306,28,0,101,0,-40,3
4693306,28,0,102,1,24,2
4693306,28,0,103,0,48,2
